CustomerID,TotalTransactions,TotalQuantity,TotalRevenue,UniqueProducts,ActiveDays,FirstPurchase,LastPurchase,CustomerLifetimeDays,Cluster,Segment
13436,1,76,196.89,12,1,2011-12-08 10:33:00,2011-12-08 10:33:00,0,0,Segment 0
13437,7,1283,3408.06,143,7,2011-06-02 14:30:00,2011-11-25 14:00:00,175,2,Segment 2
13439,1,242,283.71,54,1,2011-03-29 14:20:00,2011-03-29 14:20:00,0,2,Segment 2
13441,1,204,296.64,13,1,2011-09-09 09:38:00,2011-09-09 09:38:00,0,0,Segment 0
13447,4,577,1104.23,55,4,2011-11-04 10:10:00,2011-11-16 13:38:00,12,2,Segment 2
13448,10,1626,3460.99,137,8,2010-12-01 10:52:00,2011-11-23 12:33:00,357,2,Segment 2
13449,1,222,291.88,19,1,2011-11-16 08:28:00,2011-11-16 08:28:00,0,0,Segment 0
13450,6,1982,2043.72,32,6,2011-05-05 19:48:00,2011-11-13 11:54:00,191,2,Segment 2
13451,6,2122,2838.56,315,5,2011-01-09 15:35:00,2011-11-13 15:58:00,308,2,Segment 2
13452,2,2,590.0,1,2,2011-03-14 11:38:00,2011-03-25 14:19:00,11,0,Segment 0
13453,2,134,356.98,16,2,2011-02-23 09:44:00,2011-06-27 09:34:00,123,0,Segment 0
13455,4,345,1007.35,42,4,2010-12-08 13:11:00,2011-11-15 11:21:00,341,2,Segment 2
13456,7,756,1737.8200000000002,43,7,2011-05-16 15:34:00,2011-11-22 09:18:00,189,2,Segment 2
13458,22,5460,9537.92,242,22,2010-12-15 12:05:00,2011-12-02 15:29:00,352,2,Segment 2
13460,2,286,183.44,16,2,2011-10-21 09:50:00,2011-11-10 17:17:00,20,0,Segment 0
13461,3,1170,1445.0,14,3,2011-06-29 10:23:00,2011-11-01 09:01:00,124,0,Segment 0
13462,2,61,143.25,9,2,2011-04-01 11:20:00,2011-06-09 19:53:00,69,0,Segment 0
13464,1,403,674.68,41,1,2011-10-12 15:01:00,2011-10-12 15:01:00,0,2,Segment 2
13466,2,258,297.95,17,2,2011-06-08 16:39:00,2011-08-31 15:29:00,83,0,Segment 0
13467,2,580,1071.91,89,2,2011-11-03 16:56:00,2011-11-29 10:01:00,25,2,Segment 2
13468,41,2581,5656.75,184,40,2010-12-01 15:08:00,2011-12-08 10:39:00,371,2,Segment 2
13470,2,100,165.0,7,2,2011-08-16 17:06:00,2011-09-01 14:57:00,15,0,Segment 0
13471,4,1583,2501.84,214,4,2011-10-23 13:10:00,2011-12-08 15:44:00,46,2,Segment 2
13473,3,260,417.54,21,3,2011-01-11 08:45:00,2011-10-10 11:20:00,272,0,Segment 0
13474,1,129,226.84,59,1,2011-04-17 13:53:00,2011-04-17 13:53:00,0,2,Segment 2
13475,4,1012,1431.78,64,4,2011-02-14 12:36:00,2011-06-01 13:52:00,107,2,Segment 2
13476,4,414,1092.77,56,4,2011-03-03 14:43:00,2011-06-14 12:00:00,102,2,Segment 2
13477,8,1018,1441.53,57,8,2011-02-21 12:29:00,2011-11-02 12:04:00,253,2,Segment 2
13479,3,133,291.0,14,3,2011-04-19 11:27:00,2011-05-25 16:49:00,36,0,Segment 0
13481,8,1127,1776.81,98,7,2010-12-06 15:12:00,2011-10-25 09:07:00,322,2,Segment 2
13482,1,116,184.64,11,1,2011-04-21 17:03:00,2011-04-21 17:03:00,0,0,Segment 0
13483,1,160,140.34,10,1,2011-10-05 11:53:00,2011-10-05 11:53:00,0,0,Segment 0
13484,1,44,313.8,8,1,2011-04-12 16:30:00,2011-04-12 16:30:00,0,0,Segment 0
13485,1,277,454.24,23,1,2011-04-20 13:58:00,2011-04-20 13:58:00,0,0,Segment 0
13486,3,669,1122.41,69,3,2011-07-07 17:19:00,2011-09-22 13:13:00,76,2,Segment 2
13487,3,265,575.4,26,3,2010-12-21 14:54:00,2011-10-13 12:07:00,295,0,Segment 0
13488,17,4512,8910.61,272,16,2010-12-07 13:01:00,2011-11-22 14:41:00,350,2,Segment 2
13489,4,560,449.52,11,4,2011-02-18 10:42:00,2011-08-26 13:16:00,189,0,Segment 0
13491,10,903,1215.82,73,10,2010-12-02 14:30:00,2011-10-19 08:32:00,320,2,Segment 2
13492,3,408,1269.84,38,3,2011-05-09 10:06:00,2011-07-26 14:25:00,78,2,Segment 2
13493,2,380,618.63,6,2,2011-02-25 16:42:00,2011-03-09 15:35:00,11,0,Segment 0
13494,1,162,316.26000000000005,18,1,2011-02-01 11:58:00,2011-02-01 11:58:00,0,0,Segment 0
13495,6,814,1990.12,34,6,2010-12-06 15:14:00,2011-12-02 11:21:00,360,2,Segment 2
13496,3,329,617.93,28,3,2010-12-15 10:17:00,2011-11-29 10:58:00,349,0,Segment 0
13497,3,159,321.05,19,2,2010-12-06 11:37:00,2011-03-02 09:04:00,85,0,Segment 0
13499,7,1358,1146.96,31,7,2011-03-15 08:52:00,2011-11-22 11:21:00,252,2,Segment 2
13500,4,585,1136.77,60,4,2011-08-09 12:20:00,2011-11-16 15:35:00,99,2,Segment 2
13501,2,557,1310.47,52,2,2011-02-24 18:59:00,2011-04-11 09:35:00,45,2,Segment 2
13502,3,264,292.0,17,3,2011-01-20 09:03:00,2011-11-23 10:39:00,307,0,Segment 0
13503,1,248,216.85,17,1,2011-09-29 13:23:00,2011-09-29 13:23:00,0,0,Segment 0
13504,1,178,295.93,22,1,2011-10-06 13:20:00,2011-10-06 13:20:00,0,0,Segment 0
13505,8,2461,4282.88,182,8,2011-04-21 12:07:00,2011-10-03 12:14:00,165,2,Segment 2
13506,3,321,452.82,26,3,2010-12-05 12:15:00,2011-01-31 15:27:00,57,0,Segment 0
13507,4,1597,2479.16,146,4,2011-07-17 11:50:00,2011-12-06 13:13:00,142,2,Segment 2
13508,1,24,110.97,12,1,2011-04-10 11:58:00,2011-04-10 11:58:00,0,0,Segment 0
13509,7,1106,979.72,27,7,2011-02-28 13:27:00,2011-12-01 10:10:00,275,0,Segment 0
13510,5,1382,1785.16,86,5,2011-06-09 09:32:00,2011-12-08 13:46:00,182,2,Segment 2
13512,1,143,251.21,15,1,2011-03-24 10:03:00,2011-03-24 10:03:00,0,0,Segment 0
13513,1,109,205.1,10,1,2011-08-05 11:50:00,2011-08-05 11:50:00,0,0,Segment 0
13514,1,40,152.20000000000002,4,1,2011-09-27 09:39:00,2011-09-27 09:39:00,0,0,Segment 0
13515,4,681,891.12,50,4,2011-04-06 10:33:00,2011-09-28 11:26:00,175,2,Segment 2
13516,3,985,1389.41,43,3,2011-04-15 11:06:00,2011-11-18 13:15:00,217,2,Segment 2
13517,5,1360,2109.07,125,5,2011-06-13 08:44:00,2011-10-11 11:43:00,120,2,Segment 2
13518,1,382,627.16,36,1,2011-09-15 10:29:00,2011-09-15 10:29:00,0,2,Segment 2
13519,2,22,110.8,8,2,2011-09-22 18:24:00,2011-10-20 15:56:00,27,0,Segment 0
13520,8,1642,3487.75,49,7,2010-12-03 10:36:00,2011-10-12 10:20:00,312,2,Segment 2
13521,3,718,1071.73,313,3,2011-11-29 15:09:00,2011-12-08 13:50:00,8,2,Segment 2
13522,1,44,125.8,5,1,2011-11-09 15:11:00,2011-11-09 15:11:00,0,0,Segment 0
13523,6,1745,3755.38,157,5,2010-12-08 14:22:00,2011-11-06 15:11:00,333,2,Segment 2
13524,5,324,680.1800000000001,17,5,2011-05-04 12:26:00,2011-10-30 12:34:00,179,0,Segment 0
13525,2,394,628.78,5,2,2011-04-05 15:36:00,2011-11-25 12:01:00,233,0,Segment 0
13527,8,1664,2218.61,153,6,2011-01-17 11:17:00,2011-11-06 12:04:00,293,2,Segment 2
13529,2,74,307.76,15,2,2011-05-19 11:50:00,2011-09-22 09:15:00,125,0,Segment 0
13531,2,174,483.8,17,2,2010-12-08 15:03:00,2011-05-18 16:56:00,161,0,Segment 0
13532,1,129,210.31,66,1,2011-11-06 12:25:00,2011-11-06 12:25:00,0,2,Segment 2
13533,3,202,269.09,61,2,2011-03-17 12:47:00,2011-06-10 11:54:00,84,2,Segment 2
13534,43,2876,5613.08,119,34,2010-12-16 15:23:00,2011-12-07 14:52:00,355,2,Segment 2
13536,7,2126,3444.39,91,7,2011-09-25 13:30:00,2011-12-08 16:38:00,74,2,Segment 2
13538,7,175,1280.85,10,7,2011-01-28 10:40:00,2011-10-27 16:34:00,272,0,Segment 0
13539,4,314,605.84,36,4,2011-02-03 15:23:00,2011-09-15 10:18:00,223,2,Segment 2
13544,2,112,276.06,76,2,2011-04-13 12:09:00,2011-10-31 11:57:00,200,2,Segment 2
13546,3,357,621.09,72,3,2011-05-23 12:14:00,2011-11-27 14:50:00,188,2,Segment 2
13548,2,436,678.16,114,2,2011-04-10 11:35:00,2011-09-04 14:50:00,147,2,Segment 2
13549,8,457,916.12,37,8,2011-04-11 13:42:00,2011-11-14 09:20:00,216,2,Segment 2
13551,1,12,91.8,4,1,2011-01-24 14:46:00,2011-01-24 14:46:00,0,0,Segment 0
13552,16,1386,3539.53,82,12,2011-01-28 10:10:00,2011-10-04 15:19:00,249,2,Segment 2
13555,4,2636,4098.88,128,2,2011-05-22 11:06:00,2011-09-27 12:36:00,128,2,Segment 2
13557,2,546,584.06,31,2,2011-03-04 12:14:00,2011-11-11 15:24:00,252,0,Segment 0
13558,4,338,594.52,123,4,2011-10-02 13:01:00,2011-12-04 11:24:00,62,2,Segment 2
13560,1,63,171.42000000000002,32,1,2011-12-02 13:11:00,2011-12-02 13:11:00,0,0,Segment 0
13561,1,83,141.86,14,1,2011-05-08 12:39:00,2011-05-08 12:39:00,0,0,Segment 0
13562,3,757,1799.33,50,3,2011-04-08 12:42:00,2011-09-19 10:51:00,163,2,Segment 2
13563,2,209,777.53,49,2,2011-07-22 17:21:00,2011-09-16 14:45:00,55,2,Segment 2
13564,5,634,623.3900000000001,68,3,2010-12-06 17:26:00,2011-07-18 14:35:00,223,2,Segment 2
13565,2,172,240.22,35,2,2011-01-09 14:28:00,2011-11-20 14:33:00,315,2,Segment 2
13566,2,567,856.84,134,2,2011-09-18 12:40:00,2011-10-30 11:59:00,41,2,Segment 2
13568,1,66,187.05,41,1,2011-06-19 14:42:00,2011-06-19 14:42:00,0,2,Segment 2
13569,2,156,338.62,73,2,2010-12-07 12:29:00,2011-11-22 13:07:00,350,2,Segment 2
13570,1,161,239.49,27,1,2011-04-10 13:36:00,2011-04-10 13:36:00,0,0,Segment 0
13571,12,1757,2088.94,157,12,2011-03-31 12:43:00,2011-11-27 10:47:00,240,2,Segment 2
13572,1,534,1384.25,32,1,2011-05-18 11:59:00,2011-05-18 11:59:00,0,2,Segment 2
13573,2,302,290.25,24,2,2011-03-31 14:47:00,2011-10-20 14:33:00,202,0,Segment 0
13575,5,449,732.0699999999999,41,5,2011-06-16 14:24:00,2011-11-16 13:14:00,152,2,Segment 2
13576,20,2640,6703.3,78,20,2010-12-01 17:24:00,2011-11-29 15:34:00,362,2,Segment 2
13577,5,771,1658.3,61,5,2011-04-12 10:33:00,2011-11-14 15:19:00,216,2,Segment 2
13579,2,176,467.04,19,2,2010-12-05 16:10:00,2011-11-25 08:41:00,354,0,Segment 0
13581,1,30,118.0,10,1,2011-02-03 14:41:00,2011-02-03 14:41:00,0,0,Segment 0
13583,1,725,781.03,53,1,2011-07-07 10:40:00,2011-07-07 10:40:00,0,2,Segment 2
13584,1,37,142.4,24,1,2011-02-06 12:49:00,2011-02-06 12:49:00,0,0,Segment 0
13587,3,160,347.0,8,3,2011-10-07 12:31:00,2011-11-08 11:17:00,31,0,Segment 0
13588,13,2573,2445.12,132,10,2011-03-29 15:53:00,2011-11-24 10:42:00,239,2,Segment 2
13589,2,114,379.65,21,2,2011-06-13 12:44:00,2011-11-25 12:10:00,164,0,Segment 0
13590,7,1846,1976.12,70,7,2011-02-09 13:25:00,2011-11-28 12:54:00,291,2,Segment 2
13591,3,485,1117.13,56,3,2011-03-18 12:18:00,2011-10-06 12:26:00,202,2,Segment 2
13592,4,84,247.96,15,4,2011-03-20 14:01:00,2011-11-04 09:49:00,228,0,Segment 0
13593,6,695,1965.08,77,5,2011-01-07 16:32:00,2011-08-23 13:35:00,227,2,Segment 2
13594,1,359,396.97,26,1,2011-10-18 10:19:00,2011-10-18 10:19:00,0,0,Segment 0
13596,2,384,664.11,133,2,2011-11-27 11:57:00,2011-12-04 12:01:00,7,2,Segment 2
13598,2,51,147.29,33,1,2011-10-23 14:28:00,2011-10-23 14:35:00,0,2,Segment 2
13599,33,3168,5026.85,172,24,2010-12-08 10:11:00,2011-12-08 19:26:00,365,2,Segment 2
13600,1,324,219.52,19,1,2011-01-31 15:27:00,2011-01-31 15:27:00,0,0,Segment 0
13601,2,548,693.32,90,2,2011-05-12 16:52:00,2011-10-25 17:31:00,166,2,Segment 2
13602,1,267,428.89,23,1,2011-10-06 11:47:00,2011-10-06 11:47:00,0,0,Segment 0
13603,1,164,164.34,27,1,2011-11-13 15:57:00,2011-11-13 15:57:00,0,0,Segment 0
13606,3,276,276.75,40,3,2011-02-01 11:42:00,2011-11-10 17:46:00,282,2,Segment 2
13607,1,288,675.51,93,1,2011-10-30 16:17:00,2011-10-30 16:17:00,0,2,Segment 2
13610,9,486,1065.88,165,7,2011-02-27 14:44:00,2011-11-27 15:38:00,273,2,Segment 2
13611,4,750,1140.8,67,4,2010-12-15 10:31:00,2011-09-11 14:51:00,270,2,Segment 2
13614,4,564,1585.46,171,4,2011-01-13 12:37:00,2011-11-15 14:47:00,306,2,Segment 2
13615,2,183,399.99,23,2,2011-01-25 08:21:00,2011-01-31 11:29:00,6,0,Segment 0
13617,3,300,544.18,31,3,2011-06-12 12:55:00,2011-10-30 13:50:00,140,0,Segment 0
13618,1,246,177.34,13,1,2011-06-19 11:09:00,2011-06-19 11:09:00,0,0,Segment 0
13621,1,343,213.85,19,1,2011-08-15 08:26:00,2011-08-15 08:26:00,0,0,Segment 0
13623,7,278,652.4,78,5,2011-02-15 12:55:00,2011-11-09 12:00:00,266,2,Segment 2
13626,1,209,257.23,19,1,2011-04-01 10:05:00,2011-04-01 10:05:00,0,0,Segment 0
13627,7,1266,1624.02,84,7,2010-12-17 09:52:00,2011-10-11 14:20:00,298,2,Segment 2
13629,11,4372,7792.36,28,11,2011-01-05 12:09:00,2011-11-16 13:21:00,315,2,Segment 2
13630,11,1377,1995.68,51,9,2011-02-27 12:49:00,2011-12-04 15:16:00,280,2,Segment 2
13631,12,460,3021.77,6,8,2011-03-17 17:13:00,2011-09-01 09:57:00,167,0,Segment 0
13632,6,1030,2114.68,121,5,2011-04-10 15:07:00,2011-11-15 10:51:00,218,2,Segment 2
13634,5,700,1547.36,156,5,2011-01-16 15:30:00,2011-11-06 13:40:00,293,2,Segment 2
13635,1,677,1071.03,62,1,2011-10-03 10:55:00,2011-10-03 10:55:00,0,2,Segment 2
13636,6,586,941.62,57,6,2011-02-27 14:29:00,2011-11-03 10:30:00,248,2,Segment 2
13637,3,405,804.3,79,3,2011-04-27 13:06:00,2011-10-18 13:32:00,174,2,Segment 2
13638,1,93,122.64,8,1,2011-11-24 10:38:00,2011-11-24 10:38:00,0,0,Segment 0
13639,1,800,1033.34,39,1,2011-09-26 13:36:00,2011-09-26 13:36:00,0,2,Segment 2
13642,1,151,312.28,57,1,2011-05-08 12:34:00,2011-05-08 12:34:00,0,2,Segment 2
13643,3,273,519.44,24,3,2011-06-07 11:40:00,2011-11-08 15:37:00,154,0,Segment 0
13644,5,2060,2597.52,144,5,2011-08-26 11:53:00,2011-12-01 08:18:00,96,2,Segment 2
13645,1,158,252.1,5,1,2011-08-11 16:11:00,2011-08-11 16:11:00,0,0,Segment 0
13647,5,886,1640.22,65,5,2011-04-19 09:49:00,2011-11-30 12:00:00,225,2,Segment 2
13649,2,139,346.6,23,2,2010-12-08 14:46:00,2011-03-28 11:51:00,109,0,Segment 0
13650,7,918,1809.34,79,6,2011-03-17 12:37:00,2011-11-23 12:22:00,250,2,Segment 2
13651,2,33,94.2,6,2,2011-10-31 12:11:00,2011-11-04 14:59:00,4,0,Segment 0
13652,3,578,1095.08,48,3,2010-12-06 09:21:00,2011-10-25 08:51:00,322,2,Segment 2
13654,6,2182,2707.33,157,5,2011-03-11 12:54:00,2011-10-27 16:24:00,230,2,Segment 2
13655,2,605,932.97,52,2,2011-04-12 09:53:00,2011-08-17 14:25:00,127,2,Segment 2
13656,2,490,379.65,49,2,2011-01-06 15:42:00,2011-06-28 10:31:00,172,2,Segment 2
13657,2,209,382.14,16,2,2011-05-22 12:35:00,2011-11-29 12:32:00,190,0,Segment 0
13658,7,1009,2421.47,91,5,2011-05-19 17:15:00,2011-11-30 10:13:00,194,2,Segment 2
13659,3,867,1540.65,93,3,2011-01-23 12:08:00,2011-05-26 19:56:00,123,2,Segment 2
13662,7,528,862.58,50,7,2011-03-25 13:23:00,2011-09-15 12:04:00,173,2,Segment 2
13663,1,91,189.47,13,1,2011-06-13 15:44:00,2011-06-13 15:44:00,0,0,Segment 0
13666,3,41,84.65,12,2,2011-02-25 13:05:00,2011-10-10 15:39:00,227,0,Segment 0
13667,1,149,299.05,82,1,2011-07-13 15:42:00,2011-07-13 15:42:00,0,2,Segment 2
13668,29,3617,6162.31,286,21,2010-12-12 12:35:00,2011-12-07 12:14:00,359,2,Segment 2
13669,2,237,218.55,9,2,2011-07-13 11:44:00,2011-10-20 09:32:00,98,0,Segment 0
13670,1,282,349.7,25,1,2011-09-25 15:25:00,2011-09-25 15:25:00,0,0,Segment 0
13672,6,-1,-71.46,5,3,2011-01-10 12:02:00,2011-02-11 13:55:00,32,0,Segment 0
13673,2,114,387.44,47,2,2011-11-07 15:40:00,2011-11-21 12:11:00,13,2,Segment 2
13675,2,330,486.8200000000001,25,2,2011-02-28 12:14:00,2011-07-11 12:57:00,133,0,Segment 0
13678,1,924,232.6,16,1,2011-07-11 10:14:00,2011-07-11 10:14:00,0,0,Segment 0
13680,5,1265,2199.01,164,5,2011-01-04 14:12:00,2011-12-08 13:47:00,337,2,Segment 2
13681,4,360,827.83,37,4,2011-07-07 15:21:00,2011-11-22 11:13:00,137,2,Segment 2
13682,1,10,59.5,3,1,2011-06-05 14:06:00,2011-06-05 14:06:00,0,0,Segment 0
13684,2,37,62.13,29,1,2011-02-27 10:13:00,2011-02-27 10:25:00,0,0,Segment 0
13685,7,5056,3119.44,29,6,2011-10-10 12:59:00,2011-12-07 11:41:00,57,2,Segment 2
13686,1,70,72.0,8,1,2011-06-10 09:10:00,2011-06-10 09:10:00,0,0,Segment 0
13689,1,512,910.0,6,1,2011-10-07 13:21:00,2011-10-07 13:21:00,0,0,Segment 0
13690,1,67,172.25,9,1,2011-10-11 15:03:00,2011-10-11 15:03:00,0,0,Segment 0
13692,5,1224,1466.87,49,5,2011-04-17 12:57:00,2011-11-15 11:17:00,211,2,Segment 2
13693,2,-6,-32.0,4,1,2011-01-18 15:21:00,2011-01-18 15:23:00,0,0,Segment 0
13694,60,61899,62690.54,369,41,2010-12-01 12:12:00,2011-12-06 09:32:00,369,3,Segment 3
13695,15,1603,2504.13,46,14,2011-03-25 11:31:00,2011-11-08 14:26:00,228,2,Segment 2
13697,1,177,151.29999999999998,12,1,2011-11-01 09:14:00,2011-11-01 09:14:00,0,0,Segment 0
13699,1,66,308.58000000000004,14,1,2011-07-07 16:51:00,2011-07-07 16:51:00,0,0,Segment 0
13700,10,2281,2248.63,139,8,2011-01-16 13:18:00,2011-11-13 13:00:00,300,2,Segment 2
13703,1,10,99.5,1,1,2011-01-25 13:10:00,2011-01-25 13:10:00,0,0,Segment 0
13704,10,1528,2295.31,111,10,2011-09-12 14:40:00,2011-12-04 15:13:00,83,2,Segment 2
13705,3,363,711.86,25,3,2010-12-01 10:29:00,2011-12-02 12:32:00,366,0,Segment 0
13706,1,189,330.79,20,1,2011-02-10 09:21:00,2011-02-10 09:21:00,0,0,Segment 0
13707,2,351,806.41,48,2,2011-01-28 13:27:00,2011-03-17 18:03:00,48,2,Segment 2
13708,1,301,285.33,49,1,2011-03-13 13:46:00,2011-03-13 13:46:00,0,2,Segment 2
13709,17,3493,6228.71,244,12,2011-01-28 14:57:00,2011-12-06 10:28:00,311,2,Segment 2
13710,1,176,180.48,8,1,2011-11-08 08:16:00,2011-11-08 08:16:00,0,0,Segment 0
13711,2,140,252.06,11,1,2011-05-05 10:29:00,2011-05-05 10:31:00,0,0,Segment 0
13712,1,352,228.84,10,1,2011-04-07 12:33:00,2011-04-07 12:33:00,0,0,Segment 0
13715,8,554,1051.99,89,6,2010-12-02 08:52:00,2011-03-03 19:21:00,91,2,Segment 2
13716,1,138,138.28,21,1,2011-03-15 13:49:00,2011-03-15 13:49:00,0,0,Segment 0
13717,7,1958,1432.26,92,7,2011-02-14 13:21:00,2011-11-07 14:13:00,266,2,Segment 2
13718,2,173,306.55,9,2,2011-02-17 11:58:00,2011-04-07 13:24:00,49,0,Segment 0
13719,5,609,1041.68,56,5,2011-04-19 13:56:00,2011-11-24 15:26:00,219,2,Segment 2
13720,4,501,799.9,42,4,2011-03-30 09:17:00,2011-08-15 12:46:00,138,2,Segment 2
13721,1,316,524.14,28,1,2011-11-03 14:05:00,2011-11-03 14:05:00,0,0,Segment 0
13722,4,1400,2369.16,75,3,2011-03-02 11:43:00,2011-08-11 15:26:00,162,2,Segment 2
13723,1,43,199.85,6,1,2011-05-06 17:04:00,2011-05-06 17:04:00,0,0,Segment 0
13725,11,659,1809.81,97,11,2011-02-04 12:18:00,2011-10-21 10:03:00,258,2,Segment 2
13726,2,1054,1079.66,39,2,2011-08-31 11:06:00,2011-11-01 10:49:00,61,2,Segment 2
13727,2,162,333.48,19,2,2011-11-06 12:16:00,2011-11-11 09:46:00,4,0,Segment 0
13728,6,458,1016.14,38,6,2011-02-02 12:09:00,2011-11-03 10:49:00,273,2,Segment 2
13730,2,488,752.6,38,2,2011-07-01 12:47:00,2011-07-27 08:35:00,25,2,Segment 2
13731,2,278,610.59,36,2,2011-04-07 10:10:00,2011-05-04 14:33:00,27,2,Segment 2
13732,1,498,491.86,33,1,2011-11-11 15:49:00,2011-11-11 15:49:00,0,2,Segment 2
13735,8,1081,2764.48,161,4,2011-04-19 12:40:00,2011-11-15 11:14:00,209,2,Segment 2
13736,3,492,721.9,167,2,2011-03-24 13:04:00,2011-12-04 15:19:00,255,2,Segment 2
13737,1,125,339.6,29,1,2011-05-23 16:32:00,2011-05-23 16:32:00,0,0,Segment 0
13739,1,54,216.9,3,1,2011-11-21 13:35:00,2011-11-21 13:35:00,0,0,Segment 0
13740,1,425,350.75,23,1,2011-04-13 10:32:00,2011-04-13 10:32:00,0,0,Segment 0
13741,4,217,666.33,34,4,2011-05-06 13:43:00,2011-09-29 09:19:00,145,2,Segment 2
13742,14,1107,3079.27,200,12,2011-01-23 14:59:00,2011-11-23 11:07:00,303,2,Segment 2
13743,8,1775,1340.15,8,8,2011-03-25 14:46:00,2011-12-07 10:09:00,256,0,Segment 0
13744,2,1153,1080.52,54,2,2011-02-20 14:08:00,2011-09-05 15:19:00,197,2,Segment 2
13745,2,486,291.54,25,2,2011-06-30 16:43:00,2011-07-11 14:21:00,10,0,Segment 0
13747,1,8,79.6,1,1,2010-12-01 10:37:00,2010-12-01 10:37:00,0,0,Segment 0
13748,5,439,948.25,24,4,2010-12-01 09:00:00,2011-09-05 09:45:00,278,0,Segment 0
13750,5,516,1647.26,20,5,2011-01-07 11:49:00,2011-10-17 12:16:00,283,0,Segment 0
13751,1,152,296.25,9,1,2011-02-24 15:56:00,2011-02-24 15:56:00,0,0,Segment 0
13752,6,874,1175.38,64,6,2011-04-07 12:04:00,2011-08-07 14:16:00,122,2,Segment 2
13753,1,512,741.26,35,1,2011-02-25 12:48:00,2011-02-25 12:48:00,0,2,Segment 2
13754,2,214,282.6,11,2,2011-01-26 14:58:00,2011-07-11 11:51:00,165,0,Segment 0
13755,10,1219,2101.39,232,8,2011-10-07 15:45:00,2011-12-06 12:26:00,59,2,Segment 2
13756,15,3164,5145.12,66,13,2010-12-07 11:41:00,2011-12-07 16:44:00,365,2,Segment 2
13758,7,1844,3190.55,104,7,2010-12-01 12:08:00,2011-11-28 11:11:00,361,2,Segment 2
13759,2,287,659.4100000000001,24,2,2011-09-29 15:40:00,2011-11-06 14:47:00,37,0,Segment 0
13760,2,197,286.79,50,2,2011-03-28 12:52:00,2011-10-16 16:13:00,202,2,Segment 2
13761,2,642,1070.65,68,2,2011-06-13 08:43:00,2011-10-20 14:01:00,129,2,Segment 2
13762,2,0,3.552713678800501e-15,7,2,2011-05-05 09:15:00,2011-05-19 15:23:00,14,0,Segment 0
13763,3,725,1689.46,17,3,2011-06-21 17:40:00,2011-10-07 15:13:00,107,0,Segment 0
13764,3,926,1519.42,183,3,2011-01-06 14:53:00,2011-09-30 12:03:00,266,2,Segment 2
13767,52,7258,16945.71,55,42,2010-12-01 10:47:00,2011-12-07 15:00:00,371,2,Segment 2
13769,16,1152,2771.87,73,15,2010-12-07 13:28:00,2011-12-07 15:08:00,365,2,Segment 2
13771,5,1476,2631.7,114,4,2011-04-06 15:47:00,2011-10-06 14:18:00,182,2,Segment 2
13772,3,540,1122.63,141,3,2011-04-14 12:31:00,2011-11-06 11:43:00,205,2,Segment 2
13774,1,192,345.0,22,1,2011-09-19 12:06:00,2011-09-19 12:06:00,0,0,Segment 0
13777,41,12804,25748.35,40,31,2010-12-01 16:01:00,2011-12-09 12:25:00,372,2,Segment 2
13778,1,70,178.7,9,1,2011-08-28 15:25:00,2011-08-28 15:25:00,0,0,Segment 0
13780,2,318,360.01,56,2,2011-06-22 11:43:00,2011-12-02 13:49:00,163,2,Segment 2
13781,1,30,127.84,17,1,2011-04-03 12:08:00,2011-04-03 12:08:00,0,0,Segment 0
13782,6,369,908.86,96,6,2011-01-16 11:08:00,2011-11-27 11:54:00,315,2,Segment 2
13784,11,2493,2462.79,9,11,2011-01-11 14:38:00,2011-11-30 09:33:00,322,0,Segment 0
13786,1,136,230.4,7,1,2010-12-07 13:53:00,2010-12-07 13:53:00,0,0,Segment 0
13787,2,337,309.04,24,2,2010-12-10 14:45:00,2011-09-25 12:06:00,288,0,Segment 0
13790,1,748,348.8,45,1,2011-12-05 15:48:00,2011-12-05 15:48:00,0,2,Segment 2
13791,3,828,1047.68,7,3,2011-06-24 16:38:00,2011-10-27 14:38:00,124,0,Segment 0
13792,2,92,195.55,13,2,2011-02-25 14:03:00,2011-10-04 14:31:00,221,0,Segment 0
13798,63,23515,36352.87,115,53,2010-12-02 17:24:00,2011-12-08 15:51:00,370,3,Segment 3
13799,2,402,688.86,32,2,2011-02-18 14:18:00,2011-08-15 12:07:00,177,0,Segment 0
13800,1,331,558.32,33,1,2011-02-03 12:27:00,2011-02-03 12:27:00,0,2,Segment 2
13801,1,168,324.8,23,1,2011-10-04 10:15:00,2011-10-04 10:15:00,0,0,Segment 0
13802,6,2281,3906.27,57,5,2010-12-14 09:54:00,2011-07-24 13:26:00,222,2,Segment 2
13803,1,121,277.07,17,1,2011-03-29 12:57:00,2011-03-29 12:57:00,0,0,Segment 0
13804,7,1462,2588.39,124,6,2011-02-23 09:09:00,2011-11-09 12:32:00,259,2,Segment 2
13805,2,1900,924.6,10,2,2011-08-02 15:29:00,2011-10-18 14:50:00,76,0,Segment 0
13806,1,56,256.38,10,1,2011-10-07 11:43:00,2011-10-07 11:43:00,0,0,Segment 0
13807,1,36,112.6,7,1,2010-12-07 15:48:00,2010-12-07 15:48:00,0,0,Segment 0
13808,5,782,1747.66,70,5,2011-09-04 12:07:00,2011-12-04 12:18:00,91,2,Segment 2
13809,1,29,155.05,11,1,2011-02-07 13:15:00,2011-02-07 13:15:00,0,0,Segment 0
13810,4,311,899.51,32,2,2011-10-14 12:57:00,2011-11-11 08:33:00,27,0,Segment 0
