StockCode,TotalRevenue,TotalQuantity,Orders,Customers,AverageUnitPrice,Description,RevenuePercentage
21400,109.74,837,48,42,0.1575,RED PUDDING SPOON,0.0012348083780734408
21401,132.29999999999998,1010,58,48,0.15050847457627117,BLUE PUDDING SPOON,0.001488656355195154
21402,155.4,1290,61,54,0.12491803278688525,RED  EGG  SPOON,0.0017485804807054193
21403,258.71999999999997,1718,71,58,0.13183098591549294,BLUE EGG  SPOON,0.002911150205714968
21407,965.0,233,94,79,4.220744680851064,BROWN CHECK CAT DOORSTOP,0.010858302212874708
21408,752.51,221,65,50,4.074,SPOTTY PINK DUCK DOORSTOP,0.008467337821979634
21411,2371.2599999999998,714,185,147,3.897914438502674,GINGHAM HEART  DOORSTOP RED,0.026681717829327746
21413,45.0,36,10,8,1.25,PERIWINKLE T-LIGHT HOLDER,0.0005063456990459708
21414,2.1,1,1,1,2.1,SCALLOP SHELL SOAP DISH,2.362946595547864e-05
21415,375.73,202,30,25,1.969,CLAM SHELL SMALL,0.004227761544500947
21416,18.75,5,4,4,3.75,CLAM SHELL LARGE,0.00021097737460248786
21417,420.88,289,32,24,1.7725,COCKLE SHELL DISH,0.004735795062543738
21418,115.25,59,12,11,2.0084615384615385,STARFISH SOAP DISH,0.0012968075958899586
21420,83.87,47,13,12,2.8985714285714286,OYSTER TRINKET BOX,0.000943715861755235
21421,345.14,298,13,11,1.2353846153846153,PORCELAIN ROSE LARGE,0.003883558990416142
21422,1218.36,1560,46,32,0.9093478260869565,PORCELAIN ROSE SMALL,0.013709141019769977
21424,612.05,227,22,19,2.8772727272727274,WOODLAND STORAGE BOX LARGE,0.006886864113357476
21425,188.05,67,16,12,2.9250000000000003,SKULLS STORAGE BOX LARGE,0.002115962415679885
21426,411.30000000000007,213,17,15,2.0444444444444447,WOODLAND STORAGE BOX SMALL,0.004627999689280174
21427,161.70000000000002,77,25,21,2.1,SKULLS STORAGE BOX SMALL,0.0018194688785718553
21428,4259.3,1098,182,117,4.180824175824176,SET3 BOOK BOX GREEN GINGHAM FLOWER,0.047926183021033415
21429,2917.2,1612,217,147,1.88018018018018,RED GINGHAM ROSE JEWELLERY BOX,0.03282470385015347
21430,9401.82,2698,319,186,3.694423676012461,SET/3 RED GINGHAM ROSE STORAGE BOX,0.10579046933787532
21439,1574.98,1322,77,51,1.2475641025641027,BASKET OF TOADSTOOLS,0.017721874424076068
21441,223.3,376,38,34,0.7626315789473684,BLUE BIRDHOUSE DECORATION,0.002512599879932562
21442,229.45999999999998,386,36,31,0.7144444444444444,GREEN BIRDHOUSE DECORATION,0.0025819129800686326
21445,267.5,214,21,17,1.25,12 PINK ROSE PEG PLACE SETTINGS,0.00300994387766216
21446,490.0,392,75,47,1.25,12 RED ROSE PEG PLACE SETTINGS,0.005513542056278349
21447,936.25,749,91,56,1.25,12 IVORY ROSE PEG PLACE SETTINGS,0.010534803571817561
21448,531.3,322,62,46,1.65,12 DAISY PEGS IN WOOD BOX,0.005978254886736095
21452,2140.15,745,133,109,2.9440740740740745,TOADSTOOL MONEY BOX,0.024081238840294103
21454,269.45,317,43,41,0.85,PAINTED PINK RABBIT,0.003031885524620819
21455,230.35,271,32,32,0.85,PAINTED YELLOW WOODEN DAISY,0.0025919273727830973
21456,201.25,161,19,17,1.25,2 PICTURE BOOK EGGS EASTER CHICKS,0.002264490487400036
21457,143.75,115,16,15,1.25,2 PICTURE BOOK EGGS EASTER DUCKS,0.00161749320528574
21458,197.5,158,19,18,1.25,2 PICTURE BOOK EGGS EASTER BUNNY,0.0022222950124795387
21459,146.25,75,18,16,1.9500000000000002,YELLOW EASTER EGG HUNT START POST,0.0016456235218994051
21460,50.699999999999996,26,9,9,1.9500000000000002,GREEN EASTER EGG HUNT START POST,0.0005704828209251271
21461,15.6,8,4,4,1.95,BLUE EASTER EGG HUNT START POST,0.0001755331756692699
21462,859.2,192,67,57,5.890298507462687,"NURSERY A,B,C PAINTED LETTERS",0.009667827213784404
21463,3393.4,642,129,77,5.791472868217054,MIRRORED DISCO BALL,0.038182966558724385
21464,1034.0,244,102,57,4.245098039215686,DISCO BALL ROTATOR BATTERY OPERATED,0.011634698951411863
21465,727.46,193,63,55,3.808888888888889,PINK FLOWER CROCHET FOOD COVER,0.00818547204951071
21466,982.49,267,91,71,3.8954945054945056,RED FLOWER CROCHET FOOD COVER,0.011055101907903908
21467,813.67,215,78,58,3.8451282051282054,CHERRY CROCHET FOOD COVER,0.009155517887616335
21468,468.67,123,50,43,3.8983999999999996,BUTTERFLY CROCHET FOOD COVER,0.005273534194930559
21469,941.21,250,71,57,3.8022535211267603,POLKA DOT RAFFIA FOOD COVER,0.010590614119979072
21470,1271.13,336,114,77,3.8476315789473685,FLOWER VINE RAFFIA FOOD COVER,0.014302915742851221
21471,1695.15,493,92,77,3.723913043478261,STRAWBERRY RAFFIA FOOD COVER,0.019074042483061722
21472,446.25,119,33,29,3.75,LADYBIRD + BEE RAFFIA FOOD COVER,0.00502126151553921
21473,438.9,22,18,16,19.95,SWEETHEART CREAM STEEL TABLE RECT,0.004938558384695035
21476,463.45,31,18,14,14.949999999999998,STEEL SWEETHEART ROUND TABLE CREAM,0.005214798093841226
21479,10215.47,2699,378,252,4.0185051546391755,WHITE SKULL HOT WATER BOTTLE,0.11494576218295874
21481,9196.050000000001,2919,379,253,3.3612041884816755,FAWN BLUE HOT WATER BOTTLE,0.10347511923803779
21484,5770.27,1545,282,205,3.9038888888888885,CHICK GREY HOT WATER BOTTLE,0.0649278088185332
21485,15827.18,3326,533,371,4.958964879852126,RETROSPOT HEART HOT WATER BOTTLE,0.17808943380058687
21486,30.0,8,4,4,3.75,PINK HEART DOTS HOT WATER BOTTLE,0.00033756379936398053
21488,11.850000000000001,3,2,2,3.95,RED WHITE SCARF  HOT WATER BOTTLE,0.00013333770074877235
21494,1617.23,1222,126,79,1.3704651162790698,ROTATING LEAVES T-LIGHT HOLDER,0.01819727677484701
21495,2356.0,5800,165,102,0.41769696969696973,SKULLS AND CROSSBONES WRAP,0.026510010376717942
21497,3409.0,8550,230,177,0.4182608695652174,FANCY FONTS BIRTHDAY WRAP,0.038358499734393654
21498,4310.24,10522,335,238,0.41802985074626864,RED RETROSPOT WRAP,0.04849936635235345
21499,2798.0,6900,215,175,0.41693023255813955,BLUE POLKADOT WRAP,0.031483450354013925
21500,2593.0,6350,213,162,0.4169014084507042,PINK POLKADOT WRAP,0.029176764391693383
21503,288.92,726,23,22,0.4165217391304348,TOYBOX  WRAP,0.003250964430408042
21504,753.12,1860,96,74,0.41687499999999994,SKULLS GREETING CARD,0.008474201619233368
21506,1895.76,4704,250,171,0.41856,"FANCY FONT BIRTHDAY CARD,",0.021331331609408657
21507,1308.96,3194,198,139,0.43207070707070705,"ELEPHANT, BIRTHDAY CARD,",0.014728583693849199
21508,966.07,2381,145,108,0.42758620689655175,VINTAGE KID DOLLY CARD,0.010870341988385358
21509,1444.75,3581,203,142,0.4317241379310345,COWBOYS AND INDIANS BIRTHDAY CARD,0.01625650997103703
21518,106.97999999999999,265,17,16,0.41647058823529415,BANK ACCOUNT  GREETING  CARD,0.0012037525085319546
21519,1320.9,3217,191,100,0.4178010471204188,GIN & TONIC DIET GREETING CARD,0.014862934085996066
21520,187.62,457,33,29,0.41818181818181815,BOOZE & WOMEN GREETING CARD,0.0021111240012223345
21523,19149.07,3087,397,203,7.865163727959699,DOORMAT FANCY FONT HOME SWEET HOME,0.21546776078289398
21524,12055.32,1657,405,251,7.963530864197531,DOORMAT SPOTTY HOME SWEET HOME,0.1356479873916194
21527,3508.8,464,133,95,7.860447761194029,RED RETROSPOT TRADITIONAL TEAPOT,0.039481461973611166
21528,1209.2,176,86,62,6.926744186046512,DAIRY MAID TRADITIONAL TEAPOT,0.013606071539697511
21530,690.12,756,83,64,1.072857142857143,DAIRY MAID TOASTRACK,0.007765317640569008
21531,3448.95,1469,206,143,2.506730769230769,RED RETROSPOT SUGAR JAM BOWL,0.03880802219388003
21533,6217.650000000001,1307,310,209,4.882475884244373,RETROSPOT LARGE MILK JUG,0.0699617852371818
21534,1563.75,321,124,94,4.9332,DAIRY MAID LARGE MILK JUG,0.017595513041847487
21535,5804.7,2450,310,204,2.5341853035143767,RED RETROSPOT SMALL MILK JUG,0.0653152195389366
21537,1337.5,326,57,50,4.232456140350878,RED RETROSPOT PUDDING BOWL,0.0150497193883108
21538,18.75,5,2,2,3.75,DAIRY MAID  PUDDING BOWL,0.00021097737460248786
21539,4414.8,936,211,123,4.903990610328639,RED RETROSPOT BUTTER DISH,0.049675888714403385
21544,1519.85,1869,113,80,0.8447368421052631,SKULLS  WATER TRANSFER TATTOOS,0.017101544682111527
21547,212.40000000000003,72,16,13,2.95,CERAMIC BIRDHOUSE CRESTED TIT SMALL,0.002389951699496983
21555,140.25,55,12,11,2.55,CERAMIC STRAWBERRY TRINKET TRAY,0.0015781107620266093
21556,1859.3999999999999,804,47,38,2.524468085106383,CERAMIC STRAWBERRY MONEY BOX,0.020922204284579516
21557,854.0400000000001,300,51,26,3.2153846153846155,SET OF 6 FUNKY BEAKERS,0.0096097662402938
21558,4609.5,1940,265,167,2.5299256505576206,SKULL LUNCH BOX WITH CUTLERY,0.051866677772275604
21559,8721.89,3711,426,233,2.5574133949191684,STRAWBERRY LUNCH BOX WITH CUTLERY,0.0981398108678236
21561,2868.7799999999997,1227,167,116,2.563571428571428,DINOSAUR LUNCH BOX WITH CUTLERY,0.03227987587798
21562,368.35,319,25,20,1.2272,HAWAIIAN GRASS SKIRT,0.004144720849857409
21563,2591.02,1358,134,95,2.7335820895522387,RED HEART SHAPE LOVE BUCKET,0.029154485180935365
21564,1686.5200000000002,1016,103,63,2.743009708737864,PINK  HEART SHAPE LOVE BUCKET,0.018976936630111352
21576,403.67,177,46,40,2.367826086956522,LETS GO SHOPPING COTTON TOTE BAG,0.004542145962975268
21577,1235.25,549,116,94,2.25,SAVE THE PLANET COTTON TOTE BAG,0.0138991894388119
21578,1311.75,583,82,68,2.25,WOODLAND DESIGN  COTTON TOTE BAG,0.01475997712719005
21579,342.0,152,32,30,2.25,LOLITA  DESIGN  COTTON TOTE BAG,0.003848227312749378
21580,202.5,90,24,21,2.25,RABBIT  DESIGN  COTTON TOTE BAG,0.002278555645706869
21581,371.25,165,40,33,2.25,SKULLS  DESIGN  COTTON TOTE BAG,0.0041773520171292594
21584,1743.35,1059,146,119,1.6487012987012986,RETROSPOT SMALL TUBE MATCHES,0.019616394987373182
21586,1691.25,731,66,54,2.502272727272727,KINGS CHOICE GIANT TUBE MATCHES,0.019030159189144403
21587,475.65,195,26,25,2.5344827586206895,COSY HOUR GIANT TUBE MATCHES,0.005352074038915911
21588,3442.5,1494,132,99,2.5266666666666664,RETROSPOT GIANT TUBE MATCHES,0.03873544597701677
21591,1451.39,1183,143,114,1.2487333333333333,COSY HOUR CIGAR BOX MATCHES,0.016331224091962925
21592,2135.32,2138,210,156,1.1293548387096775,RETROSPOT CIGAR BOX MATCHES,0.0240268910685965
21609,2069.2,760,73,59,2.922972972972973,SET 12 LAVENDER  BOTANICAL T-LIGHTS,0.023282900454798285
21613,632.7500000000001,221,38,37,2.9394736842105265,S/12 VANILLA  BOTANICAL T-LIGHTS,0.007119783134918624
21614,141.60000000000002,48,7,7,2.95,SET OF 12 ROSE BOTANICAL T-LIGHTS,0.0015933011329979884
21615,1193.75,839,100,86,1.6868932038834952,4 LAVENDER BOTANICAL DINNER CANDLES,0.01343222618302506
21616,1093.75,755,104,84,1.6898148148148149,4 PEAR BOTANICAL DINNER CANDLES,0.012307013518478458
21617,848.0,470,76,62,2.2884615384615383,4 LILY  BOTANICAL DINNER CANDLES,0.009541803395355184
21618,471.25,301,51,48,1.9956140350877194,4 WILDFLOWER BOTANICAL CANDLES,0.005302564681675862
21619,1247.5,896,121,99,1.6188524590163935,4 VANILLA BOTANICAL CANDLES,0.014037027990218857
21620,1188.75,795,124,97,1.746031746031746,SET OF 4 ROSE BOTANICAL CANDLES,0.01337596554979773
21621,20945.16,2538,391,267,8.505375,VINTAGE UNION JACK BUNTING,0.235677592929549
21622,1755.3000000000002,358,92,76,4.942391304347826,VINTAGE UNION JACK CUSHION COVER,0.019750857900786505
21623,22679.28,3252,205,139,9.764536585365853,VINTAGE UNION JACK MEMOBOARD,0.2551901307879845
21624,1184.8500000000001,203,82,72,5.9261904761904765,VINTAGE UNION JACK DOORSTOP,0.013332082255880414
21625,2112.3900000000003,303,113,97,6.995438596491228,VINTAGE UNION JACK APRON,0.023768879804615967
21626,1444.95,741,74,64,1.95,VINTAGE UNION JACK PENNANT,0.016258760396366125
21627,568.0999999999999,38,24,14,14.949999999999998,ELEPHANT CARNIVAL POUFFE,0.006392333147289245
21628,605.4499999999999,43,16,14,14.674999999999999,TRIANGULAR POUFFE VINTAGE,0.0068126000774974
21629,395.45000000000005,51,25,13,7.87,SQUARE FLOOR CUSHION VINTAGE RED,0.004449653481949537
21630,461.3,54,22,13,8.813636363636363,FLOOR CUSHION ELEPHANT CARNIVAL,0.005190606021553475
21631,761.85,155,16,15,7.25,HIPPY CHIC DECORATIVE PARASOL,0.008572432684848287
21632,237.00000000000003,60,5,5,3.95,VINTAGE PINK DECORATIVE PARASOL,0.0026667540149754466
21633,528.45,87,14,13,10.235714285714286,SUNFLOWER DECORATIVE PARASOL,0.005946186325796517
21634,462.6,948,23,22,0.5769565217391304,ASSORTED MINI MADRAS NOTEBOOK,0.005205233786192581
21635,367.5,270,15,15,1.9166666666666667,MADRAS NOTEBOOK LARGE,0.004135156542208762
21636,699.45,911,71,60,0.7993150684931507,MADRAS NOTEBOOK MEDIUM,0.007870299982171206
21637,136.25,109,6,6,1.25,ASSORTED SANSKRIT MINI NOTEBOOK,0.0015331022554447452
21638,489.30000000000007,233,31,25,2.1,ASSORTED TUTTI FRUTTI NOTEBOOK,0.005505665567626524
21640,437.16999999999996,529,46,38,0.8475,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,0.0049190922055983785
21641,367.97999999999996,1102,23,19,0.4791304347826087,ASSORTED TUTTI FRUTTI KEYRING BALL,0.004140557562998585
21642,800.9499999999999,2451,90,79,0.3752173913043478,ASSORTED TUTTI FRUTTI PEN,0.009012390836686007
21643,594.26,490,31,27,1.2377419354838708,ASSORTED TUTTI FRUTTI MIRROR,0.006686688780334636
21644,268.75,215,32,29,1.25,ASSORTED TUTTI FRUTTI HEART BOX,0.003024009035968993
21647,222.60000000000002,106,24,21,2.1,ASSORTED TUTTI FRUTTI LARGE PURSE,0.002504723391280736
21648,780.14,646,31,26,1.2377419354838708,ASSORTED TUTTI FRUTTI SMALL PURSE,0.00877823408119386
21650,440.89000000000004,2197,61,48,0.24411764705882355,ASSORTED TUTTI FRUTTI BRACELET,0.004960950116719513
21651,191.84999999999997,125,10,9,1.6099999999999999,HANGING GLASS ETCHED TEALIGHT,0.0021587204969326554
21654,427.86,934,47,40,0.655,RIDGED GLASS FINGER BOWL,0.004814334906529091
21655,60.84,36,2,1,1.69,HANGING RIDGE GLASS T-LIGHT HOLDER,0.0006845793851101526
21656,169.64999999999998,117,17,15,1.45,RIDGED GLASS POSY VASE,0.00190892328540331
21657,194.60000000000002,28,15,11,6.95,MILK BOTTLE WITH GLASS STOPPER,0.002189663845207688
21658,2862.2200000000003,770,126,82,3.89992125984252,GLASS  BEURRE DISH,0.03220606192718575
21661,17.85,3,3,3,5.95,VINTAGE GLASS TEA CADDY,0.00020085046062156845
21662,416.3,74,16,14,5.91875,VINTAGE GLASS COFFEE CADDY,0.004684260322507503
21664,342.72,96,17,15,3.73,RIDGED GLASS STORAGE JAR CREAM LID,0.003856328843934114
21666,249.60000000000002,384,33,21,0.65,RIDGED GLASS T-LIGHT HOLDER,0.0028085308107083187
21667,29.9,2,1,1,14.95,GLASS CAKE COVER AND PLATE,0.00033643858669943393
21668,6177.53,5001,333,169,1.305029761904762,RED STRIPE CERAMIC DRAWER KNOB,0.06951034991616568
21669,6239.4,4936,351,167,1.3255710306406685,BLUE STRIPE CERAMIC DRAWER KNOB,0.07020651899172067
21670,4971.22,3962,289,158,1.2992758620689655,BLUE SPOT CERAMIC DRAWER KNOB,0.05593679702247358
21671,5018.65,4061,279,164,1.2883214285714286,RED SPOT CERAMIC DRAWER KNOB,0.05647048538926803
21672,5578.14,4534,307,159,1.2922508038585208,WHITE SPOT RED CERAMIC DRAWER KNOB,0.06276593772613982
21673,4929.95,3971,276,154,1.2998924731182797,WHITE SPOT BLUE CERAMIC DRAWER KNOB,0.055472421755815196
21675,442.71,519,51,45,0.9392156862745098,BUTTERFLIES STICKERS,0.00498142898721426
21676,191.04999999999998,211,32,21,1.09375,FLOWERS  STICKERS,0.002149718795616283
21677,655.0,766,80,62,0.916625,HEARTS  STICKERS,0.007370142952780242
21678,88.39999999999999,104,16,16,0.85,PAISLEY PATTERN  STICKERS,0.000994687995459196
21679,891.2199999999999,1054,87,67,0.8485057471264367,SKULLS  STICKERS,0.010028120308972224
21680,683.4,804,53,43,0.85,WOODLAND  STICKERS,0.007689703349511477
21681,19.9,2,2,2,9.95,GIANT MEDINA STAMPED METAL BOWL,0.00022391732024477375
21682,881.1600000000001,177,50,42,5.0502,LARGE MEDINA STAMPED METAL BOWL,0.009914923914918838
21683,876.1500000000001,297,48,39,2.9500000000000006,MEDIUM MEDINA STAMPED METAL BOWL,0.009858550760425053
21684,565.21,752,36,27,0.8888888888888888,SMALL MEDINA STAMPED METAL BOWL,0.006359814501283849
21686,1268.3500000000001,33,18,6,39.672222222222224,MEDINA STAMPED METAL STOOL,0.014271634830776828
21688,932.2000000000002,316,39,36,2.95,SILVER PLATE CANDLE BOWL SMALL,0.010489232458903423
21689,345.0,92,23,22,3.75,SILVER VANILLA  FLOWER CANDLE POT,0.0038819836926857762
21690,82.5,22,7,6,3.75,SILVER  CANDLEPOT JARDIN,0.0009283004482509465
21692,63.75,17,7,7,3.75,SILVER LATTICE VANILLA CANDLE POT,0.0007173230736484586
21693,1020.7000000000002,346,43,40,2.95,SMALL HAMMERED SILVER CANDLEPOT,0.011485045667027167
21694,817.0500000000001,303,20,18,2.91,SMALL REGAL  SILVER CANDLEPOT,0.00919355007567801
21695,817.1500000000001,277,35,35,2.95,SMALL SILVER FLOWER CANDLE POT,0.009194675288342558
21696,649.0000000000001,220,29,27,2.95,SMALL SILVER TRELLIS CANDLEPOT,0.007302630192907448
21698,116.62,266,22,22,0.49454545454545457,MOCK LOBSTER FRIDGE MAGNET,0.001312223009394247
21700,1076.1,1266,85,58,0.85,BIG DOUGHNUT FRIDGE MAGNETS,0.012108413483185981
21703,3431.35,9272,243,175,0.4274898785425101,BAG 125g SWIRLY MARBLES,0.03860998476491982
21704,3856.3799999999997,5004,197,137,0.8637878787878788,BAG 250g SWIRLY MARBLES,0.04339247615304224
21705,1299.2099999999998,1377,110,89,1.5144642857142858,BAG 500g SWIRLY MARBLES,0.014618875459055904
21706,1129.63,228,68,53,5.076764705882353,FOLDING UMBRELLA RED/WHITE POLKADOT,0.01271073982251778
21707,601.22,120,47,44,5.148297872340425,FOLDING UMBRELLA BLACKBLUE POLKADOT,0.00676500358178708
21708,677.5,138,32,28,4.90625,FOLDING UMBRELLA CREAM POLKADOT,0.0076233158023032285
21709,430.06,87,31,30,5.089032258064516,FOLDING UMBRELLA CHOCOLATE POLKADOT,0.004839089585149115
21710,412.41,84,31,29,5.066451612903226,FOLDING UMBRELLA PINKWHITE POLKADOT,0.004640489549856641
21711,420.1,86,23,22,4.889130434782609,FOLDING UMBRELLA WHITE/RED POLKADOT,0.004727018403760275
21713,1429.2,692,125,103,2.098031496062992,CITRONELLA CANDLE FLOWERPOT,0.016081539401700033
21714,1348.75,1079,126,106,1.25,CITRONELLA CANDLE GARDEN POT,0.015176305813072293
21715,2736.75,1141,138,116,2.5176258992805756,GIRLS VINTAGE TIN SEASIDE BUCKET,0.030794257596979124
21716,2880.92,1190,137,112,2.5523357664233575,BOYS VINTAGE TIN SEASIDE BUCKET,0.03241647669545596
21717,931.95,405,38,34,2.5026315789473683,EASTER TIN BUCKET,0.010486419427242056
21718,1612.42,1288,143,106,1.2668055555555555,RED METAL BEACH SPADE,0.01814315404568232
21719,255.85,301,34,29,0.85,LOVELY BONBON STICKER SHEET,0.0028788566022424807
21720,48.449999999999996,57,8,8,0.85,CAKE SHOP  STICKER SHEET,0.0005451655359728286
21721,148.75,175,20,19,0.85,CANDY SHOP  STICKER SHEET,0.0016737538385130702
21722,55.24999999999999,65,15,13,0.85,SWEET PUDDING STICKER SHEET,0.0006216799971619974
21723,311.95,367,38,29,0.85,ALPHABET HEARTS STICKER SHEET,0.003510100907053125
21724,316.2,372,57,43,0.85,PANDA AND BUNNIES STICKER SHEET,0.003557922445296355
21725,232.89999999999998,274,32,26,0.85,SWEETIES  STICKERS,0.0026206202957290356
21726,196.35,231,36,29,0.85,MULTI HEARTS  STICKERS,0.002209355066837253
21730,2319.19,497,119,79,4.929243697478992,GLASS STAR FROSTED T-LIGHT HOLDER,0.026095819594898338
21731,19831.71,12863,522,266,1.6596212121212122,RED TOADSTOOL LED NIGHT LIGHT,0.22314891251615487
21733,22595.190000000002,7749,679,385,2.9483744557329463,RED HANGING HEART T-LIGHT HOLDER,0.2542439394583674
21735,2551.95,210,82,60,12.535975609756099,TWO DOOR CURIO CABINET,0.028714864592897005
21736,137.22000000000003,80,5,5,1.8150000000000002,GOLD SCROLL GLASS T-LIGHT HOLDER,0.0015440168182908475
21738,126.85000000000001,43,18,17,2.95,COSY SLIPPER SHOES SMALL  RED,0.0014273322649773646
21739,411.54,141,48,38,2.878541666666667,COSY SLIPPER SHOES SMALL GREEN,0.004630700199675086
21741,386.45000000000005,131,28,27,2.95,COSY SLIPPER SHOES LARGE GREEN,0.004348384342140343
21742,1142.4,192,89,75,5.95,LARGE ROUND WICKER PLATTER,0.012854429479780381
21743,750.7,274,31,28,2.924193548387097,STAR PORTABLE TABLE LIGHT,0.00844697147275134
21744,1122.19,365,80,66,3.1924390243902443,SNOWFLAKE PORTABLE TABLE LIGHT,0.012627024000275513
21745,3400.94,926,205,115,3.7783495145631067,GAOLERS KEYS DECORATIVE GARDEN,0.03826780759363121
21746,3521.7000000000003,2974,185,122,1.2572192513368983,SMALL RED RETROSPOT WINDMILL,0.03962661440733768
21747,527.53,437,42,31,1.2407142857142857,SMALL SKULL WINDMILL,0.005935834369282689
21749,3645.0000000000005,1900,107,80,2.074299065420561,LARGE RED RETROSPOT WINDMILL,0.041014001622723645
21750,161.70000000000002,77,16,15,2.1,LARGE SKULL WINDMILL,0.0018194688785718553
21754,15504.51,2633,691,360,6.018143884892086,HOME BUILDING BLOCK WORD,0.17445871009589434
21755,11398.710000000001,1923,555,337,6.018232142857143,LOVE BUILDING BLOCK WORD,0.12825972851493997
21756,4644.530000000001,778,242,168,6.03880658436214,BATH BUILDING BLOCK WORD,0.052260839768666294
21757,29.700000000000003,6,3,3,4.95,LIGHTHOUSE PRINTED METAL SIGN,0.0003341881613703408
21758,202.4,32,14,13,6.414285714285714,VINTAGE SHELLS PRINT,0.0022774304330423225
21761,299.5,10,10,10,29.95,WOOD AND GLASS MEDICINE CABINET,0.003370011930317073
21763,169.75,6,4,4,27.4625,VINTAGE WOODEN BAR STOOL,0.0019100484980678566
21769,607.6500000000001,11,2,2,66.36,VINTAGE POST OFFICE CABINET,0.006837354756117428
21770,7296.51,1574,341,263,4.944181286549708,OPEN CLOSED METAL SIGN,0.08210125458990926
21773,693.52,920,59,50,1.0779661016949154,DECORATIVE ROSE BATHROOM BOTTLE,0.007803574871163593
21774,647.03,835,52,39,1.150576923076923,DECORATIVE CATS BATHROOM BOTTLE,0.007280463503415878
21775,313.91,283,41,34,1.2297560975609756,DECORATIVE FLORE BATHROOM BOTTLE,0.003532155075278238
21777,55.65,7,3,3,7.95,RECIPE BOX WITH METAL HEART,0.0006261808478201839
21781,1997.55,137,81,51,14.868518518518517,MA CAMPAGNE CUTLERY BOX,0.022476685580650645
21784,507.44999999999993,51,38,20,9.95,SHOE SHINE BOX,0.00570989166624173
21785,267.1,410,4,3,0.8,RAIN PONCHO,0.0030054430270039737
21786,629.89,1586,88,55,0.4564516129032258,POLKADOT RAIN HAT,0.0070876020527125905
21787,6962.08,8752,180,115,0.8634054054054053,RAIN PONCHO RETROSPOT,0.07833820587586605
21788,933.53,1199,66,59,0.852686567164179,KIDS RAIN MAC BLUE,0.010504197787341891
21789,672.5799999999999,796,67,55,0.8585294117647058,KIDS RAIN MAC PINK,0.007567955339207535
21790,10441.47,13329,722,449,0.8515458276333789,VINTAGE SNAP CARDS,0.11748874280483405
21791,8500.16,7118,485,342,1.271002044989775,VINTAGE HEADS AND TAILS CARD GAME,0.09564487682672443
21792,1388.65,331,70,58,4.59,CLASSIC FRENCH STYLE BASKET GREEN,0.01562526566622639
21793,1240.44,296,66,57,4.293582089552239,CLASSIC FRENCH STYLE BASKET BROWN,0.01395758797610187
21794,2064.4700000000003,501,93,79,4.395913978494623,CLASSIC FRENCH STYLE BASKET NATURAL,0.023229677895765233
21801,191.94,457,22,22,0.42,CHRISTMAS TREE DECORATION WITH BELL,0.0021597331883307478
21802,418.74,997,46,45,0.42,CHRISTMAS TREE HEART DECORATION,0.004711715511522441
21803,462.41999999999996,1101,49,46,0.42,CHRISTMAS TREE STAR DECORATION,0.005203208403396395
21804,656.7,178,40,37,3.7236585365853654,WHITE CHRISTMAS GARLAND STARS TREES,0.007389271568077535
21807,173.88,414,25,24,0.42,WHITE CHRISTMAS STAR DECORATION,0.001956519781113631
21808,366.25,99,21,21,3.630952380952381,"CHRISTMAS GARLAND STARS,TREES",0.00412109138390193
21809,993.66,1857,85,72,0.7421348314606742,CHRISTMAS HANGING TREE WITH BELL,0.011180788162533765
21810,2402.12,5200,173,129,0.5715760869565217,CHRISTMAS HANGING STAR WITH BELL,0.027028958457606833
21811,2176.58,4328,155,119,0.6293865030674847,HANGING HEART WITH BELL,0.024491153813988427
21812,1032.15,217,42,36,4.9,GARLAND WITH HEARTS AND BELLS,0.011613882517117752
21813,1187.1000000000001,250,40,38,4.898780487804878,GARLAND WITH STARS AND BELLS,0.013357399540832711
21814,102.95,71,12,11,1.4499999999999997,HEART T-LIGHT HOLDER,0.0011584064381507267
21815,189.95,131,18,15,1.45,STAR  T-LIGHT HOLDER,0.00213734145630627
21816,47.849999999999994,33,7,6,1.45,CHRISTMAS TREE T-LIGHT HOLDER,0.000538414259985549
21817,405.14000000000004,902,54,48,0.5029824561403509,GLITTER CHRISTMAS TREE,0.0045586865891441035
21818,1279.04,2696,147,117,0.5132098765432099,GLITTER HEART DECORATION,0.014391920064616858
21819,1053.46,2462,118,95,0.49283464566929136,GLITTER CHRISTMAS STAR,0.011853665335932632
21820,1068.59,288,58,49,3.793833333333333,GLITTER HEART GARLAND WITH BELLS,0.012023910012078531
21821,825.45,223,40,35,3.732439024390244,GLITTER STAR GARLAND WITH BELLS,0.009288067939499926
21822,527.65,573,58,45,1.028709677419355,GLITTER CHRISTMAS TREE WITH BELLS,0.0059371846244801445
21823,687.5899999999999,1195,69,61,0.7526315789473684,PAINTED METAL HEART WITH HOLLY BELL,0.0077368497601559795
21824,697.61,1449,73,63,0.5992105263157894,PAINTED METAL STAR WITH HOLLY BELLS,0.007849596069143549
21826,115.0,92,18,16,1.25,EIGHT PIECE DINOSAUR SET,0.0012939945642285922
21827,7.5,6,3,3,1.25,EIGHT PIECE CREEPY CRAWLIE SET,8.439094984099513e-05
21828,388.75,311,68,53,1.25,EIGHT PIECE SNAKE  SET,0.004374264233424915
21829,1310.25,6354,131,104,0.21227272727272728,DINOSAUR KEYRINGS ASSORTED,0.01474309893722185
