StockCode,CancellationRecords,CancelledQuantity,CancelledValue
90202B,1,6,17.700000000000003
90177A,1,6,17.700000000000003
90183A,1,6,17.700000000000003
22743,1,6,17.700000000000003
22063,5,6,17.700000000000003
72799E,1,6,17.700000000000003
21164,1,6,17.700000000000003
23597,1,6,17.700000000000003
47594A,5,9,17.55
22731,1,14,17.5
85049G,2,14,17.5
21926,2,14,17.5
23425,3,7,17.43
23138,1,12,17.4
23268,1,12,17.4
23497,1,12,17.4
23139,1,12,17.4
22647,1,12,17.4
22340,1,12,17.4
23426,1,6,17.34
23518,1,6,17.34
22184,2,2,17.0
84819,2,4,17.0
22248,2,20,17.0
84609,1,2,17.0
22194,1,2,17.0
90024B,1,2,17.0
22374,3,4,17.0
22215,2,2,17.0
21789,2,20,17.0
84840,1,2,17.0
23244,5,9,16.95
22339,2,31,16.93
22141,3,8,16.8
21749,3,8,16.8
79160,3,8,16.8
21318,5,17,16.71
23461,1,4,16.6
23469,2,4,16.6
23445,1,20,16.599999999999998
20856,1,10,16.5
23051,2,2,16.5
22739,1,10,16.5
22858,3,10,16.5
22081,1,10,16.5
22080,1,10,16.5
21934,1,10,16.5
23583,1,10,16.5
23541,1,2,16.5
22332,3,10,16.5
23187,4,37,16.49
23000,4,39,16.38
23428,1,2,16.3
21892,2,13,16.25
22805,2,13,16.25
22674,2,13,16.25
22684,3,13,16.25
22976,2,13,16.25
85118,2,13,16.25
22414,2,2,16.2
20981,4,19,16.15
72802A,4,4,16.12
21208,4,41,15.989999999999998
21976,2,29,15.950000000000001
22142,2,11,15.95
48111,1,2,15.9
22365,1,2,15.9
22443,2,2,15.9
21577,2,7,15.75
21285,1,24,15.600000000000001
21264,2,8,15.6
22431,3,8,15.6
21459,2,8,15.6
90101,1,6,15.299999999999999
85124B,1,6,15.299999999999999
84461,1,6,15.299999999999999
84508B,1,6,15.299999999999999
90098,1,6,15.299999999999999
90169,1,6,15.299999999999999
22343,1,18,15.299999999999999
22345,1,18,15.299999999999999
90208,1,6,15.299999999999999
22394,1,6,15.299999999999999
90118,1,6,15.299999999999999
21136,2,9,15.209999999999999
23288,4,18,15.169999999999998
21519,3,36,15.120000000000001
21801,1,36,15.12
72586,1,36,15.12
23213,1,12,15.0
21993,1,12,15.0
21991,1,12,15.0
23574,2,2,15.0
21990,1,12,15.0
72815,1,4,15.0
22619,1,4,15.0
90003E,1,4,15.0
90022,1,4,15.0
23396,1,4,15.0
23289,4,12,15.0
90003B,1,4,15.0
20675,2,12,15.0
90003C,1,4,15.0
23266,1,12,15.0
22093,1,12,15.0
23333,1,12,15.0
23350,1,12,15.0
23349,1,12,15.0
23412,1,2,15.0
22200,1,4,15.0
23444,1,1,15.0
90003D,1,4,15.0
22673,1,12,15.0
22855,1,12,15.0
21066,1,12,15.0
85049A,1,12,15.0
21745,1,4,15.0
23161,1,12,15.0
21471,3,4,15.0
21643,1,12,15.0
22683,2,12,15.0
21747,1,12,15.0
23153,1,4,15.0
22435,1,12,15.0
22336,1,23,14.950000000000001
37500,2,2,14.899999999999999
21682,1,3,14.850000000000001
22854,3,3,14.850000000000001
22182,2,3,14.850000000000001
85232A,1,3,14.850000000000001
85232D,1,3,14.850000000000001
23114,2,3,14.850000000000001
85042,2,3,14.850000000000001
22681,3,12,14.81
21424,5,5,14.75
71279,4,5,14.75
21320,1,7,14.700000000000001
22187,3,4,14.7
72760B,2,2,14.6
23241,5,7,14.56
23178,3,5,14.45
21080,2,17,14.45
22614,4,37,14.43
22046,2,34,14.28
21090,3,36,14.04
23380,2,36,14.04
85230G,1,48,13.919999999999998
90050,1,2,13.9
37501,1,2,13.9
21129,1,2,13.9
22676,2,11,13.75
22678,2,11,13.75
22682,2,11,13.75
22677,2,11,13.75
90058A,1,36,13.68
90058B,1,36,13.68
21326,5,21,13.65
22230,4,16,13.529999999999998
21243,1,8,13.52
22825,1,2,13.5
21110,1,2,13.5
84536A,1,32,13.44
90204,1,4,13.4
23431,3,16,13.28
23374,3,16,13.12
22644,4,9,13.049999999999999
23035,2,9,13.049999999999999
22436,1,20,13.0
16054,1,108,12.959999999999999
72807B,1,3,12.75
22165,1,1,12.75
22282,1,1,12.75
90062,1,1,12.75
85163B,1,1,12.75
85173,1,5,12.75
84968D,1,1,12.75
84030E,2,3,12.75
21633,1,1,12.75
90148,1,1,12.75
85065,1,1,12.75
20901,1,2,12.7
47599A,1,6,12.600000000000001
90209A,1,6,12.600000000000001
20795,2,6,12.6
22994,6,30,12.6
16237,1,60,12.6
23065,1,1,12.5
22679,1,10,12.5
22685,1,10,12.5
21114,1,10,12.5
23073,1,1,12.5
23556,1,1,12.5
23400,1,2,12.5
23017,1,1,12.5
21890,4,4,12.5
23291,3,10,12.5
20717,1,10,12.5
23290,2,10,12.5
23074,1,6,12.48
23513,1,6,12.48
23025,1,6,12.48
23514,1,6,12.48
23338,1,6,12.48
85150,4,5,12.3
22338,2,21,12.270000000000001
40001,6,19,12.16
22822,2,2,11.9
21756,1,2,11.9
85014B,2,2,11.9
90211B,1,2,11.9
21794,2,3,11.850000000000001
84674,1,4,11.8
22496,1,4,11.8
90201A,1,4,11.8
22224,2,4,11.8
22911,2,4,11.8
22575,1,6,11.7
23039,1,6,11.7
20886,1,6,11.7
23224,2,14,11.62
23182,6,14,11.62
22208,2,13,11.61
23028,3,7,11.55
84970L,1,12,11.399999999999999
23493,3,6,11.399999999999999
85131A,3,13,11.27
23403,3,3,11.25
84952B,1,3,11.25
20980,1,9,11.25
82616B,1,9,11.25
20970,2,3,11.25
23490,1,3,11.25
22099,1,9,11.25
21913,2,3,11.25
23483,3,10,11.24
22719,4,10,11.17
82581,5,21,11.16
84976,2,14,11.06
22095,2,9,11.06
46138B,2,13,11.05
22603,2,13,11.049999999999999
21878,2,13,11.049999999999999
21455,1,13,11.049999999999999
22851,2,13,11.049999999999999
22996,4,26,10.92
35810B,2,13,10.79
23294,4,13,10.79
22661,4,13,10.79
23148,7,13,10.79
23295,5,13,10.79
37503,1,1,10.75
22986,1,25,10.5
22899,3,5,10.5
16161P,1,25,10.5
90108,1,10,10.5
22708,1,25,10.5
22710,1,25,10.5
22705,1,25,10.5
22706,1,25,10.5
22711,1,25,10.5
22712,3,25,10.5
21495,1,25,10.5
21167,1,50,10.5
23233,1,25,10.5
22049,1,25,10.5
22050,1,25,10.5
22047,1,25,10.5
22039,1,25,10.5
22052,1,25,10.5
22048,1,25,10.5
16161U,1,25,10.5
23145,2,11,10.45
23511,1,5,10.4
23367,1,16,10.4
22348,1,12,10.2
22322,1,12,10.2
85017B,1,12,10.2
21058,1,12,10.2
79191D,1,12,10.2
21942,1,12,10.2
22491,1,12,10.2
21677,1,12,10.2
79066K,3,12,10.2
22393,2,4,10.2
22522,1,12,10.2
22523,1,12,10.2
84821,1,12,10.2
21675,1,12,10.2
79191B,1,12,10.2
21558,4,4,10.2
22792,1,12,10.2
84832,1,12,10.2
21059,1,12,10.2
22116,1,12,10.2
20840,1,12,10.2
20838,1,12,10.2
22132,1,12,10.2
23306,2,7,10.149999999999999
84929,3,19,10.09
22533,1,24,10.08
21916,1,24,10.08
85199S,1,24,10.08
22718,2,24,10.08
22530,1,24,10.08
21507,2,24,10.08
23353,1,12,9.959999999999999
22209,1,12,9.959999999999999
23222,1,12,9.959999999999999
20836,1,12,9.959999999999999
23316,1,1,9.95
90192,1,2,9.9
23569,1,2,9.9
22472,2,2,9.9
21246,2,2,9.9
90059E,1,6,9.899999999999999
90059B,1,6,9.899999999999999
90059D,1,6,9.899999999999999
90059A,1,6,9.899999999999999
90059C,1,6,9.899999999999999
90059F,1,6,9.899999999999999
85132C,4,5,9.75
85027L,1,5,9.75
21896,3,5,9.75
47504K,1,12,9.48
21158,1,24,9.36
23376,1,24,9.36
85231B,1,11,9.35
85064,2,2,9.3
23186,2,12,9.24
21786,1,22,9.24
85174,2,2,9.2
84663A,3,5,9.11
22067,3,6,9.1
21373,1,12,9.0
22183,2,2,8.95
21630,1,1,8.95
22934,1,3,8.850000000000001
22359,2,3,8.850000000000001
21041,3,3,8.850000000000001
85104,1,3,8.850000000000001
22893,5,21,8.82
23345,2,7,8.75
22258,2,7,8.75
22091,1,7,8.75
23034,1,6,8.7
22981,2,6,8.7
22416,1,6,8.7
23270,1,6,8.7
16259,1,108,8.64
21394,4,22,8.58
23342,1,1,8.5
72803A,2,2,8.5
84969,2,2,8.5
21408,1,2,8.5
22613,1,10,8.5
22437,1,10,8.5
22201,2,2,8.5
85231G,1,10,8.5
21987,2,13,8.450000000000001
85199L,2,13,8.450000000000001
85054,3,4,8.4
85186C,1,20,8.4
82613D,1,20,8.4
82613C,1,20,8.4
21426,3,4,8.4
82613B,1,20,8.4
21209,5,19,8.330000000000002
23456,1,2,8.3
23454,1,2,8.3
23389,1,2,8.3
22268,2,40,8.26
23415,1,5,8.25
23466,1,1,8.25
23052,1,1,8.25
23544,1,1,8.25
23133,1,1,8.25
23491,1,1,8.25
23050,1,1,8.25
23053,1,1,8.25
23054,1,1,8.25
23066,1,1,8.25
22616,2,24,8.16
23410,1,1,8.15
21564,3,3,8.05
15044C,2,3,8.05
85170D,2,5,8.0
84600,1,1,7.95
85068,1,1,7.95
85135B,1,1,7.95
85135C,1,1,7.95
22723,2,2,7.9
21359,2,2,7.9
23434,1,10,7.9
21311,2,27,7.83
22917,1,12,7.800000000000001
85032D,1,12,7.800000000000001
85032C,1,12,7.800000000000001
22821,1,12,7.800000000000001
22921,1,12,7.800000000000001
21880,1,12,7.800000000000001
22919,1,12,7.800000000000001
22916,1,12,7.800000000000001
22918,1,12,7.800000000000001
47594B,3,4,7.8
84931B,1,3,7.6499999999999995
21279,1,3,7.6499999999999995
90176A,1,1,7.5
20674,1,6,7.5
23330,1,6,7.5
90176D,1,1,7.5
90143,1,1,7.5
21925,4,6,7.5
21467,2,2,7.5
21469,2,2,7.5
22751,1,2,7.5
23160,2,6,7.5
22402,1,6,7.5
23346,1,6,7.5
23358,1,2,7.5
22592,2,2,7.5
22203,2,2,7.5
22403,1,6,7.5
21224,1,6,7.5
23227,2,6,7.5
22396,1,6,7.5
22252,1,6,7.5
23093,2,3,7.470000000000001
23090,1,9,7.47
21306,2,19,7.32
84985A,1,5,7.25
20984,1,24,6.959999999999999
21983,1,24,6.959999999999999
84926F,1,24,6.959999999999999
21984,1,24,6.959999999999999
22119,1,1,6.95
51008,1,2,6.9
22609,1,36,6.84
21364,1,1,6.75
85126,1,1,6.75
84596F,1,16,6.72
84596B,1,16,6.72
21918,3,16,6.72
79190B,2,16,6.72
82578,1,12,6.6000000000000005
85062,2,4,6.6
23273,4,4,6.6
20798,1,4,6.6
85040B,3,4,6.6
20681,2,2,6.5
21194,3,10,6.5
21071,1,6,6.36
84881,1,1,6.35
90199C,1,1,6.35
90209C,1,3,6.300000000000001
21012,1,3,6.300000000000001
72351B,3,3,6.300000000000001
21427,3,3,6.300000000000001
21391,1,3,6.300000000000001
22441,3,3,6.300000000000001
23323,3,3,6.300000000000001
22966,2,5,6.25
20956,2,5,6.25
23565,2,5,6.25
22670,2,5,6.25
20677,1,5,6.25
21930,3,3,6.24
84950,4,10,6.1000000000000005
79000,4,9,6.050000000000001
21382,1,8,6.0
85061W,2,7,5.95
23535,1,1,5.95
22121,1,1,5.95
84575A,1,1,5.95
84843,1,1,5.95
20983,3,7,5.949999999999999
22944,2,13,5.93
22176,2,2,5.9
22175,2,2,5.9
22904,1,2,5.9
85071B,1,2,5.9
21038,1,2,5.9
22742,1,2,5.9
22312,1,2,5.9
22314,1,2,5.9
21901,1,9,5.8500000000000005
22433,3,3,5.85
16202E,1,1,5.55
84839,1,1,5.55
15044D,2,2,5.5
20781,1,1,5.49
21917,2,13,5.46
21902,1,8,5.2
82551,3,4,5.2
79163,3,10,5.16
22948,1,6,5.1
22583,2,2,5.1
22598,1,6,5.1
22576,1,6,5.1
22110,1,2,5.1
21561,2,2,5.1
84800M,1,3,5.07
84678,2,3,5.05
22028,1,12,5.04
22029,1,12,5.04
21506,1,12,5.04
22714,1,12,5.04
22034,1,12,5.04
22031,1,12,5.04
22042,1,12,5.04
21508,1,12,5.04
22024,1,12,5.04
22023,1,12,5.04
22025,1,12,5.04
22026,1,12,5.04
23566,1,4,5.0
21445,1,4,5.0
47563A,1,4,5.0
47504H,1,4,5.0
23024,1,2,4.98
23123,2,6,4.9799999999999995
22062,1,6,4.9799999999999995
23424,1,1,4.95
23180,1,1,4.95
21708,1,1,4.95
23411,1,1,4.95
23405,1,1,4.95
84629,1,1,4.95
21317,1,1,4.95
23164,1,1,4.95
23117,1,1,4.95
79320,1,1,4.95
23274,3,3,4.949999999999999
23329,1,3,4.949999999999999
23191,2,3,4.949999999999999
23192,2,3,4.949999999999999
21933,3,3,4.949999999999999
79164,1,3,4.949999999999999
22241,3,4,4.8100000000000005
23327,2,8,4.720000000000001
21822,2,3,4.6899999999999995
22287,1,12,4.68
21179,1,12,4.68
22615,1,12,4.68
21144,1,12,4.5600000000000005
21650,1,24,4.5600000000000005
21084,1,24,4.5600000000000005
22161,1,24,4.5600000000000005
84660A,2,2,4.54
21578,1,2,4.5
22650,2,3,4.35
22245,2,5,4.25
21407,1,1,4.25
22372,1,1,4.25
90018C,1,1,4.25
90018A,1,1,4.25
90200B,1,1,4.25
22262,2,5,4.25
85088,1,2,4.2
22412,1,2,4.2
10133,1,10,4.2
84927E,1,2,4.2
84927D,1,2,4.2
22515,1,2,4.2
22440,1,10,4.2
20752,2,2,4.2
23390,1,1,4.15
23312,1,1,4.15
23129,1,1,4.15
84813,1,1,3.95
84884A,1,1,3.95
21792,1,1,3.95
22188,1,1,3.95
22097,1,10,3.9000000000000004
22319,1,6,3.9000000000000004
23368,2,6,3.9000000000000004
85132A,2,2,3.9
84857B,1,2,3.9
21461,2,2,3.9
21395,3,10,3.9
21263,1,2,3.9
21143,2,2,3.9
47591D,2,2,3.9
35004G,1,2,3.9
21704,3,5,3.8599999999999994
84856S,1,1,3.81
21775,1,3,3.75
22772,2,3,3.75
22202,1,1,3.75
84685,1,1,3.75
23061,1,3,3.75
82616C,1,3,3.75
85098B,1,1,3.75
15060B,1,1,3.75
90064B,1,1,3.75
21390,1,3,3.75
35001W,1,1,3.49
22249,1,4,3.4
22250,1,4,3.4
20982,3,4,3.4
22260,1,4,3.4
22261,1,4,3.4
84452,1,4,3.4
21422,2,4,3.4
84559B,1,4,3.4
22601,3,4,3.4
22354,1,1,3.39
22713,1,8,3.36
22450,1,1,3.35
23023,1,2,3.3
21206,1,2,3.3
23332,1,2,3.3
22331,2,2,3.3
23190,2,2,3.3
85114B,1,2,3.3
21900,2,5,3.25
23377,1,8,3.12
23630,1,1,2.99
22811,1,1,2.95
84086B,1,1,2.95
22272,1,1,2.95
85087,1,1,2.95
22483,1,1,2.95
21380,1,1,2.95
85185B,1,1,2.95
22452,1,1,2.95
15044A,1,1,2.95
20936,1,1,2.95
15044B,1,1,2.95
90162B,1,1,2.95
35832,1,1,2.95
22154,3,7,2.94
21972,2,2,2.9
22620,1,2,2.9
23189,1,1,2.89
16219,1,48,2.88
21981,1,7,2.73
20973,2,4,2.6
85188A,1,3,2.55
21588,1,1,2.55
21201,1,1,2.55
84508A,1,1,2.55
90076,1,1,2.55
85023C,1,1,2.55
22908,2,3,2.55
20772,1,1,2.55
84659A,1,1,2.55
22305,1,1,2.55
22638,1,1,2.55
22350,1,1,2.55
21556,1,1,2.55
22419,1,6,2.52
21412,1,6,2.52
84692,2,6,2.52
21125,2,2,2.5
20941,1,2,2.5
23437,1,2,2.5
85183A,2,2,2.5
21272,2,2,2.5
21494,1,2,2.5
84800S,1,2,2.5
35471D,2,2,2.5
23503,2,2,2.5
23150,1,1,2.49
23122,2,3,2.4899999999999998
22096,1,6,2.34
79337,1,6,2.2800000000000002
84251B,1,12,2.2800000000000002
21088,1,12,2.2800000000000002
22878,1,1,2.1
21417,1,1,2.1
85170B,1,1,2.1
20754,1,1,2.1
20830,1,1,2.1
22378,1,1,2.1
20751,1,1,2.1
21647,1,1,2.1
23419,1,1,2.08
22066,2,5,1.9500000000000002
84927F,1,5,1.9500000000000002
22869,1,1,1.95
22789,1,1,1.95
22877,1,1,1.95
23452,1,1,1.95
22885,1,1,1.95
20705,1,1,1.95
22882,1,1,1.95
22883,1,1,1.95
22131,1,1,1.95
22471,1,1,1.95
84906,1,1,1.95
84857C,1,1,1.95
21033,1,1,1.79
17129F,1,2,1.7
23285,1,2,1.7
21385,1,2,1.7
22581,1,2,1.7
22228,1,2,1.7
22229,1,2,1.7
84849B,1,1,1.69
22152,2,4,1.68
23280,1,2,1.66
22195,1,1,1.65
21319,1,1,1.65
21935,1,1,1.65
21584,1,1,1.65
22296,1,1,1.65
85024C,1,1,1.65
85025B,1,1,1.65
85025C,1,1,1.65
85039C,1,1,1.65
85211,1,2,1.58
37327,1,4,1.56
46000M,1,1,1.55
47574A,1,2,1.5
21248,1,1,1.45
22136,1,1,1.45
21973,1,1,1.45
20957,1,1,1.45
22671,1,1,1.45
47013C,1,12,1.44
22608,1,7,1.33
22820,1,2,1.3
22227,2,2,1.3
21383,1,2,1.3
79190A,1,3,1.26
22999,2,3,1.26
22477,1,1,1.25
35921,1,1,1.25
23568,1,1,1.25
23567,1,1,1.25
22954,1,1,1.25
22279,1,1,1.25
22975,1,1,1.25
22977,1,1,1.25
85036A,1,1,1.25
21447,1,1,1.25
21456,1,1,1.25
23370,1,1,1.25
22316,1,1,1.25
20707,1,1,1.25
23264,1,1,1.25
22406,1,1,1.25
21163,1,1,1.25
21648,1,1,1.25
23100,1,1,1.25
22409,1,1,1.25
10135,1,1,1.25
84510A,1,1,1.25
21774,1,1,1.25
22757,1,1,1.25
21718,1,1,1.25
22563,1,1,1.25
37340,2,3,1.17
21736,1,3,1.17
21015,1,4,1.16
22560,1,1,1.06
22405,1,1,1.06
21389,1,1,0.85
72140E,1,1,0.85
85213,1,1,0.85
23398,1,1,0.85
85176,1,1,0.85
20832,1,1,0.85
85177,1,1,0.85
35961,1,1,0.85
22321,1,1,0.85
22594,1,1,0.85
84006,1,1,0.85
84971S,1,1,0.85
21722,1,1,0.85
22534,1,2,0.84
22489,2,2,0.84
23508,1,2,0.84
21520,1,2,0.84
22547,1,2,0.84
22421,1,2,0.84
62043B,1,1,0.83
23375,1,1,0.82
84751B,1,1,0.79
85160B,1,2,0.78
35598D,1,1,0.65
51020A,1,2,0.58
47422,1,1,0.42
16258A,1,1,0.42
23005,1,1,0.42
22545,1,1,0.42
44234,1,2,0.42
21802,1,1,0.42
22540,1,1,0.42
84228,1,1,0.42
21503,1,1,0.42
22546,1,1,0.42
35923,1,1,0.39
84750B,1,1,0.39
84927A,1,1,0.39
21982,1,1,0.39
22400,1,1,0.39
79030D,1,1,0.39
23185,1,1,0.29
51020B,1,1,0.29
16235,1,1,0.21
21883,1,1,0.19
85204,1,1,0.12
