CustomerID,TotalRevenue,OrderCount,TotalQuantity,UniqueProducts,FirstPurchase,LastPurchase,AverageOrderValue,ActiveDays
13144,110.95,1,21,3,2011-01-11 11:15:00,2011-01-11 11:15:00,110.95,0
13145,618.52,4,145,5,2010-12-02 18:06:00,2011-10-31 12:45:00,154.63,332
13146,228.91,1,154,16,2011-11-13 15:29:00,2011-11-13 15:29:00,228.91,0
13147,712.8000000000001,4,144,1,2011-09-01 12:28:00,2011-11-29 13:59:00,178.20000000000002,89
13148,3683.26,12,1965,231,2010-12-10 13:06:00,2011-11-10 15:23:00,306.93833333333333,335
13149,1676.06,4,1280,76,2011-02-23 13:57:00,2011-11-25 13:09:00,419.015,274
13151,1257.8700000000001,1,363,73,2011-02-17 12:29:00,2011-02-17 12:29:00,1257.8700000000001,0
13153,486.22,1,418,15,2011-12-04 12:14:00,2011-12-04 12:14:00,486.22,0
13155,971.76,4,497,67,2010-12-06 12:44:00,2011-11-06 15:41:00,242.94,335
13157,1741.22,4,1439,69,2011-02-14 14:03:00,2011-10-21 13:50:00,435.305,248
13158,1201.06,4,784,59,2011-01-25 09:58:00,2011-09-06 11:58:00,300.265,224
13159,1429.35,4,1058,114,2011-08-16 11:44:00,2011-12-01 11:20:00,357.3375,106
13160,91.8,1,56,4,2011-11-17 13:07:00,2011-11-17 13:07:00,91.8,0
13161,112.75,1,29,8,2011-01-30 14:03:00,2011-01-30 14:03:00,112.75,0
13162,1688.29,4,1713,74,2011-01-09 10:43:00,2011-08-09 15:59:00,422.0725,212
13165,1021.48,2,1376,40,2010-12-23 14:06:00,2011-10-24 15:05:00,510.74,305
13166,417.2,1,216,39,2011-03-01 15:16:00,2011-03-01 15:16:00,417.2,0
13167,791.33,4,785,51,2011-07-19 12:13:00,2011-11-21 12:24:00,197.8325,125
13168,1299.59,4,670,102,2011-01-25 13:55:00,2011-11-03 12:56:00,324.8975,281
13169,712.88,2,272,11,2011-04-01 14:24:00,2011-10-07 12:11:00,356.44,188
13170,108.81,1,141,29,2011-11-13 12:19:00,2011-11-13 12:19:00,108.81,0
13171,468.41,3,229,37,2011-02-13 14:16:00,2011-11-18 10:27:00,156.13666666666668,277
13173,353.65,2,277,41,2010-12-07 14:30:00,2011-12-05 15:51:00,176.825,363
13174,2742.82,3,1352,228,2010-12-05 16:24:00,2011-11-23 14:35:00,914.2733333333334,352
13176,481.49,1,448,66,2011-10-24 15:43:00,2011-10-24 15:43:00,481.49,0
13177,282.45,1,91,17,2011-10-06 09:56:00,2011-10-06 09:56:00,282.45,0
13178,5725.47,11,3570,95,2010-12-14 12:22:00,2011-11-13 16:14:00,520.4972727272727,334
13182,121.18,1,201,11,2011-10-25 13:46:00,2011-10-25 13:46:00,121.18,0
13183,3957.78,9,2208,51,2011-01-09 10:50:00,2011-12-02 10:30:00,439.75333333333333,326
13184,1668.95,10,1662,138,2011-02-22 17:25:00,2011-11-25 12:02:00,166.895,275
13185,71.4,1,12,1,2011-03-17 11:56:00,2011-03-17 11:56:00,71.4,0
13186,1575.89,3,820,69,2011-08-03 09:09:00,2011-10-31 11:40:00,525.2966666666667,89
13187,236.02,1,95,37,2011-01-06 18:57:00,2011-01-06 18:57:00,236.02,0
13188,114.60000000000001,1,25,2,2011-11-28 15:28:00,2011-11-28 15:28:00,114.60000000000001,0
13189,260.68,2,842,29,2011-08-16 13:12:00,2011-11-21 10:39:00,130.34,96
13192,911.94,2,595,57,2011-05-18 14:57:00,2011-09-05 14:13:00,455.97,109
13193,112.08,1,46,22,2011-10-09 14:30:00,2011-10-09 14:30:00,112.08,0
13194,60.7,1,26,3,2011-07-27 09:01:00,2011-07-27 09:01:00,60.7,0
13196,1797.78,4,1224,97,2011-03-22 14:24:00,2011-11-28 13:54:00,449.445,250
13198,3401.2400000000002,6,2648,199,2010-12-13 09:29:00,2011-11-29 15:17:00,566.8733333333333,351
13199,9817.12,38,6176,48,2010-12-08 10:51:00,2011-12-06 12:30:00,258.34526315789475,363
13200,870.09,4,516,42,2011-08-05 14:50:00,2011-11-20 15:35:00,217.5225,107
13203,869.46,4,800,56,2011-04-11 14:40:00,2011-11-30 10:45:00,217.365,232
13207,250.26000000000002,2,130,7,2011-07-12 11:35:00,2011-11-24 14:52:00,125.13000000000001,135
13208,1217.65,6,803,124,2011-02-03 19:32:00,2011-10-12 09:54:00,202.9416666666667,250
13209,5891.61,8,4253,255,2010-12-13 10:31:00,2011-11-09 13:54:00,736.45125,331
13210,353.48,1,316,22,2011-09-07 08:18:00,2011-09-07 08:18:00,353.48,0
13211,1095.42,3,834,45,2010-12-13 16:17:00,2011-11-29 14:43:00,365.14000000000004,350
13212,786.83,3,309,128,2011-10-09 14:48:00,2011-11-20 12:40:00,262.2766666666667,41
13213,1520.58,5,1360,82,2011-05-24 12:22:00,2011-10-14 11:42:00,304.116,142
13216,333.74,1,297,5,2011-03-17 12:18:00,2011-03-17 12:18:00,333.74,0
13217,533.98,3,262,3,2011-07-06 12:08:00,2011-08-09 15:32:00,177.99333333333334,34
13218,62.63999999999999,1,88,5,2011-08-04 16:59:00,2011-08-04 16:59:00,62.63999999999999,0
13220,819.2900000000001,4,196,18,2011-04-17 10:59:00,2011-09-22 13:38:00,204.82250000000002,158
13221,847.41,2,244,62,2010-12-15 13:24:00,2011-04-13 16:58:00,423.705,119
13223,163.20000000000002,2,88,5,2011-04-21 15:16:00,2011-05-23 13:03:00,81.60000000000001,31
13224,2155.95,2,1518,101,2011-07-11 14:10:00,2011-10-10 14:55:00,1077.975,91
13225,6463.84,7,3416,23,2010-12-13 09:49:00,2011-12-06 13:29:00,923.4057142857143,358
13226,108.21000000000001,1,80,16,2011-03-11 14:35:00,2011-03-11 14:35:00,108.21000000000001,0
13227,257.7,1,99,9,2011-05-22 11:47:00,2011-05-22 11:47:00,257.7,0
13228,358.0,1,200,2,2011-09-19 14:28:00,2011-09-19 14:28:00,358.0,0
13229,160.95,1,63,10,2011-04-28 12:07:00,2011-04-28 12:07:00,160.95,0
13230,2755.63,14,1638,393,2010-12-09 19:28:00,2011-12-05 16:03:00,196.8307142857143,360
13232,1328.35,7,773,147,2011-04-10 13:48:00,2011-11-27 10:39:00,189.7642857142857,230
13233,605.12,2,1004,43,2011-01-07 14:49:00,2011-09-26 13:25:00,302.56,261
13235,1031.07,1,441,53,2011-05-11 17:13:00,2011-05-11 17:13:00,1031.07,0
13236,744.85,2,416,34,2011-08-25 08:58:00,2011-11-15 12:50:00,372.425,82
13238,700.73,4,298,20,2010-12-14 14:37:00,2011-11-22 15:37:00,175.1825,343
13239,329.56,1,327,21,2011-03-23 10:25:00,2011-03-23 10:25:00,329.56,0
13240,663.65,4,298,59,2010-12-09 12:49:00,2011-09-04 14:08:00,165.9125,269
13242,270.40000000000003,3,130,12,2011-05-10 12:26:00,2011-08-19 12:53:00,90.13333333333334,101
13243,585.12,1,232,56,2011-05-20 13:14:00,2011-05-20 13:14:00,585.12,0
13244,121.74000000000001,1,38,27,2011-09-08 11:46:00,2011-09-08 11:46:00,121.74000000000001,0
13245,430.5,1,125,16,2011-10-20 11:40:00,2011-10-20 11:40:00,430.5,0
13246,1961.52,6,1587,110,2011-01-13 13:36:00,2011-11-21 16:50:00,326.92,312
13247,501.12,4,328,18,2011-09-18 11:31:00,2011-11-22 10:59:00,125.28,64
13248,465.68,2,305,25,2011-06-03 13:05:00,2011-08-07 12:40:00,232.84,64
13249,711.41,3,546,21,2011-03-23 15:26:00,2011-09-08 13:26:00,237.13666666666666,168
13253,1030.4,2,1572,35,2011-01-04 15:43:00,2011-07-06 10:09:00,515.2,182
13255,399.51,2,177,13,2010-12-01 11:58:00,2011-11-30 13:14:00,199.755,364
13258,672.83,3,282,28,2011-05-18 13:11:00,2011-11-28 09:31:00,224.27666666666667,193
13259,283.18,1,126,77,2011-10-09 10:48:00,2011-10-09 10:48:00,283.18,0
13260,557.62,1,142,8,2011-10-09 13:21:00,2011-10-09 13:21:00,557.62,0
13261,944.1,2,210,8,2011-02-27 10:41:00,2011-03-16 12:22:00,472.05,17
13262,200.29,1,125,11,2011-03-21 15:06:00,2011-03-21 15:06:00,200.29,0
13263,7436.93,35,4768,450,2011-01-18 16:31:00,2011-12-08 13:59:00,212.48371428571429,323
13265,2092.66,5,1740,66,2011-03-11 09:54:00,2011-10-17 15:02:00,418.532,220
13266,3834.2599999999998,12,4428,82,2011-03-28 10:14:00,2011-11-28 14:39:00,319.52166666666665,245
13267,4521.49,19,1969,88,2010-12-08 09:20:00,2011-12-07 11:12:00,237.97315789473683,364
13268,3174.75,11,3624,257,2011-03-17 13:20:00,2011-11-22 11:51:00,288.6136363636364,249
13269,5343.28,15,3513,177,2010-12-05 11:51:00,2011-12-08 14:53:00,356.21866666666665,368
13270,590.0,1,200,1,2010-12-08 14:53:00,2010-12-08 14:53:00,590.0,0
13271,211.49,1,240,79,2011-11-02 14:31:00,2011-11-02 14:31:00,211.49,0
13272,276.56,2,96,15,2011-09-11 12:06:00,2011-11-08 14:00:00,138.28,58
13273,138.98,1,153,16,2011-08-18 14:02:00,2011-08-18 14:02:00,138.98,0
13276,590.9300000000001,2,161,30,2011-09-01 10:03:00,2011-10-07 12:44:00,295.46500000000003,36
13277,258.4,4,176,5,2011-07-29 10:06:00,2011-11-24 09:21:00,64.6,117
13278,542.73,1,537,46,2011-10-30 11:49:00,2011-10-30 11:49:00,542.73,0
13279,137.75,1,73,9,2011-09-22 17:24:00,2011-09-22 17:24:00,137.75,0
13280,798.46,3,518,67,2011-01-06 17:10:00,2011-08-09 13:14:00,266.15333333333336,214
13282,1132.14,3,307,29,2011-05-03 12:03:00,2011-11-21 15:33:00,377.38000000000005,202
13283,93.66,2,90,7,2011-06-07 12:39:00,2011-10-11 09:50:00,46.83,125
13284,201.19,1,91,13,2011-01-13 09:23:00,2011-01-13 09:23:00,201.19,0
13285,2709.12,4,2051,157,2011-02-22 17:13:00,2011-11-16 13:19:00,677.28,266
13291,361.11,1,233,41,2011-07-07 10:36:00,2011-07-07 10:36:00,361.11,0
13292,578.9399999999999,2,347,29,2011-02-28 15:00:00,2011-11-01 10:04:00,289.46999999999997,245
13294,873.74,2,453,48,2011-04-04 12:37:00,2011-06-03 08:54:00,436.87,59
13295,201.20000000000002,1,82,10,2010-12-15 11:21:00,2010-12-15 11:21:00,201.20000000000002,0
13296,87.4,1,78,5,2011-07-25 13:46:00,2011-07-25 13:46:00,87.4,0
13297,2089.85,4,963,52,2011-10-03 15:08:00,2011-12-02 09:32:00,522.4625,59
13298,360.0,1,96,2,2011-12-08 13:11:00,2011-12-08 13:11:00,360.0,0
13299,142.5,1,30,5,2011-03-16 12:55:00,2011-03-16 12:55:00,142.5,0
13300,371.89,1,203,20,2011-06-23 13:09:00,2011-06-23 13:09:00,371.89,0
13301,618.09,4,345,75,2011-02-20 13:13:00,2011-08-28 11:25:00,154.5225,188
13302,63.75,1,5,1,2011-07-07 17:56:00,2011-07-07 17:56:00,63.75,0
13304,300.42,1,238,21,2010-12-23 14:35:00,2010-12-23 14:35:00,300.42,0
13305,2000.86,10,1232,50,2010-12-02 12:10:00,2011-12-05 15:15:00,200.08599999999998,368
13307,15.0,1,4,1,2011-08-11 17:14:00,2011-08-11 17:14:00,15.0,0
13308,1385.51,3,843,49,2011-05-20 13:13:00,2011-11-17 09:31:00,461.83666666666664,180
13309,1456.79,5,1544,82,2011-02-04 12:29:00,2011-12-02 16:34:00,291.358,301
13310,1132.03,3,587,65,2011-01-19 14:50:00,2011-11-11 17:23:00,377.3433333333333,296
13311,598.57,2,305,25,2011-07-12 14:26:00,2011-12-05 12:55:00,299.285,145
13313,1555.32,5,851,47,2011-01-04 10:00:00,2011-11-17 16:48:00,311.06399999999996,317
13314,775.94,3,560,55,2011-09-27 10:20:00,2011-12-08 12:29:00,258.6466666666667,72
13316,5732.93,4,5508,66,2011-03-30 13:01:00,2011-11-02 13:40:00,1433.2325,217
13317,2273.68,6,1035,100,2010-12-16 09:22:00,2011-10-04 13:35:00,378.94666666666666,292
13318,640.76,3,304,14,2011-11-02 13:26:00,2011-12-08 18:51:00,213.58666666666667,36
13319,10845.550000000001,26,4724,209,2010-12-09 10:04:00,2011-12-04 13:34:00,417.1365384615385,360
13320,1532.2,4,1086,77,2011-05-10 10:29:00,2011-09-22 18:07:00,383.05,135
13321,567.36,2,372,10,2011-09-14 15:18:00,2011-09-28 15:24:00,283.68,14
13322,199.48000000000002,1,117,25,2011-11-22 14:21:00,2011-11-22 14:21:00,199.48000000000002,0
13323,787.85,5,175,6,2011-09-16 13:23:00,2011-12-06 17:12:00,157.57,81
13324,7121.95,10,5205,25,2010-12-14 09:50:00,2011-11-03 16:28:00,712.1949999999999,324
13325,675.3,1,240,12,2011-09-19 10:36:00,2011-09-19 10:36:00,675.3,0
13327,3627.77,8,1600,74,2010-12-09 15:32:00,2011-11-01 10:21:00,453.47125,326
13328,1308.48,1,680,17,2011-01-27 15:22:00,2011-01-27 15:22:00,1308.48,0
13329,789.0,2,463,16,2010-12-08 10:11:00,2011-11-08 10:29:00,394.5,335
13330,1140.93,3,751,37,2011-01-28 10:08:00,2011-09-08 12:27:00,380.31,223
13332,350.9,1,179,21,2011-11-25 13:30:00,2011-11-25 13:30:00,350.9,0
13334,3502.32,3,1764,207,2011-02-07 11:42:00,2011-09-18 15:21:00,1167.44,223
13336,795.12,1,559,51,2011-09-23 14:05:00,2011-09-23 14:05:00,795.12,0
13338,487.02,1,256,19,2011-07-05 09:06:00,2011-07-05 09:06:00,487.02,0
13339,860.12,1,326,54,2011-05-23 08:31:00,2011-05-23 08:31:00,860.12,0
13340,10736.48,7,5770,128,2011-03-08 11:39:00,2011-10-25 13:15:00,1533.782857142857,231
13341,775.85,1,301,42,2011-03-24 09:50:00,2011-03-24 09:50:00,775.85,0
13343,353.43,1,135,19,2011-06-15 12:24:00,2011-06-15 12:24:00,353.43,0
13344,2511.69,3,952,115,2011-03-07 10:28:00,2011-10-03 09:45:00,837.23,209
13345,389.5,1,141,20,2011-02-25 09:01:00,2011-02-25 09:01:00,389.5,0
13347,341.36,1,205,8,2011-09-30 13:28:00,2011-09-30 13:28:00,341.36,0
13348,233.76,1,136,14,2011-10-06 17:28:00,2011-10-06 17:28:00,233.76,0
13349,247.32,1,225,16,2011-11-29 08:07:00,2011-11-29 08:07:00,247.32,0
13350,979.12,2,287,36,2011-09-21 13:33:00,2011-11-23 16:33:00,489.56,63
13351,373.94,1,117,16,2011-10-04 12:55:00,2011-10-04 12:55:00,373.94,0
13352,397.97999999999996,1,321,24,2011-10-10 13:55:00,2011-10-10 13:55:00,397.97999999999996,0
13354,743.53,1,604,51,2011-09-29 13:17:00,2011-09-29 13:17:00,743.53,0
13355,674.7,1,314,32,2011-08-09 14:48:00,2011-08-09 14:48:00,674.7,0
13356,768.24,1,325,42,2011-09-20 14:33:00,2011-09-20 14:33:00,768.24,0
13357,609.4,1,321,85,2011-03-27 13:56:00,2011-03-27 13:56:00,609.4,0
13358,439.03,1,285,29,2011-03-16 11:52:00,2011-03-16 11:52:00,439.03,0
13359,439.56,1,161,23,2011-10-07 09:30:00,2011-10-07 09:30:00,439.56,0
13362,3090.7400000000002,4,1382,128,2011-02-25 11:33:00,2011-11-30 14:41:00,772.6850000000001,278
13363,992.5,2,710,47,2011-10-27 10:46:00,2011-11-22 12:40:00,496.25,26
13364,134.95999999999998,1,71,10,2011-09-29 18:13:00,2011-09-29 18:13:00,134.95999999999998,0
13365,2225.37,2,1247,122,2011-05-06 12:00:00,2011-11-06 12:36:00,1112.685,184
13366,56.160000000000004,1,144,1,2011-10-20 13:37:00,2011-10-20 13:37:00,56.160000000000004,0
13368,623.4,2,327,29,2011-01-06 12:32:00,2011-03-28 09:59:00,311.7,80
13369,308.28000000000003,1,149,14,2010-12-09 11:30:00,2010-12-09 11:30:00,308.28000000000003,0
13370,754.87,1,343,39,2010-12-03 10:26:00,2010-12-03 10:26:00,754.87,0
13372,378.64,1,159,23,2011-09-11 12:46:00,2011-09-11 12:46:00,378.64,0
13373,3312.25,3,1651,135,2011-03-08 14:35:00,2011-10-10 10:51:00,1104.0833333333333,215
13375,778.65,1,442,37,2011-09-12 10:19:00,2011-09-12 10:19:00,778.65,0
13376,1019.76,3,493,45,2011-04-19 13:03:00,2011-09-01 16:16:00,339.92,135
13379,572.56,3,601,85,2011-07-26 12:26:00,2011-11-13 13:45:00,190.85333333333332,110
13381,3639.31,6,2029,77,2011-02-14 10:10:00,2011-11-08 11:58:00,606.5516666666666,267
13382,222.99,1,131,15,2011-03-04 10:03:00,2011-03-04 10:03:00,222.99,0
13384,4151.93,7,2422,123,2011-06-14 12:47:00,2011-11-09 11:04:00,593.1328571428572,147
13385,534.57,1,281,35,2011-01-14 09:52:00,2011-01-14 09:52:00,534.57,0
13388,677.1,2,282,35,2011-07-31 12:52:00,2011-07-31 12:52:00,338.55,0
13389,797.96,3,429,50,2011-04-21 12:12:00,2011-11-28 14:01:00,265.9866666666667,221
13390,544.08,1,224,13,2011-09-26 08:38:00,2011-09-26 08:38:00,544.08,0
13391,59.8,1,4,1,2011-05-20 10:50:00,2011-05-20 10:50:00,59.8,0
13394,2520.02,8,2392,124,2011-02-03 10:39:00,2011-12-08 11:36:00,315.0025,308
13395,307.72,1,336,21,2011-06-07 15:04:00,2011-06-07 15:04:00,307.72,0
13396,1360.99,2,600,42,2011-01-24 13:37:00,2011-11-10 16:59:00,680.495,290
13397,1544.13,5,430,28,2011-01-04 13:50:00,2011-09-28 10:56:00,308.826,266
13398,457.34,1,281,26,2011-05-31 13:17:00,2011-05-31 13:17:00,457.34,0
13402,621.23,2,479,32,2010-12-02 17:12:00,2011-08-04 15:51:00,310.615,244
13403,75.0,1,44,3,2011-11-22 08:28:00,2011-11-22 08:28:00,75.0,0
13404,252.49,2,111,11,2011-05-11 11:57:00,2011-12-08 15:37:00,126.245,211
13405,572.451,3,165,25,2011-01-26 09:27:00,2011-09-26 17:01:00,190.817,243
13408,28117.04,62,16232,234,2010-12-01 10:39:00,2011-12-08 09:05:00,453.5006451612903,371
13410,1003.06,5,518,15,2011-02-21 14:38:00,2011-11-15 15:33:00,200.612,267
13411,213.55,1,72,17,2011-08-24 13:57:00,2011-08-24 13:57:00,213.55,0
13414,1390.5,3,1574,23,2011-02-16 12:13:00,2011-07-29 11:45:00,463.5,162
13416,712.5,2,142,11,2011-09-19 14:43:00,2011-10-27 08:56:00,356.25,37
13417,640.83,2,162,26,2011-05-18 16:26:00,2011-12-05 08:49:00,320.415,200
13418,6127.43,18,3918,223,2010-12-02 10:45:00,2011-11-28 10:23:00,340.4127777777778,360
13419,221.06,1,275,16,2011-10-07 12:49:00,2011-10-07 12:49:00,221.06,0
13420,159.85,2,101,8,2011-06-22 11:35:00,2011-07-13 08:48:00,79.925,20
13421,1833.71,2,1128,88,2011-02-22 15:46:00,2011-10-30 14:21:00,916.855,249
13422,2626.3,1,1326,127,2011-10-06 13:42:00,2011-10-06 13:42:00,2626.3,0
13425,1624.21,3,1123,66,2011-02-18 08:34:00,2011-08-23 17:13:00,541.4033333333333,186
13426,3641.32,10,2245,103,2010-12-15 12:43:00,2011-12-09 08:59:00,364.132,358
13427,582.6,3,545,25,2011-05-08 15:58:00,2011-11-20 13:02:00,194.20000000000002,195
13428,201.78,1,151,70,2011-11-29 14:20:00,2011-11-29 14:20:00,201.78,0
13429,1006.8,4,1390,55,2011-09-25 15:59:00,2011-11-29 09:10:00,251.7,64
13430,679.45,2,751,48,2011-09-14 14:26:00,2011-11-21 08:19:00,339.725,67
13431,1269.1,2,672,44,2011-09-12 11:25:00,2011-10-03 13:49:00,634.55,21
13434,534.24,2,300,9,2011-09-04 10:35:00,2011-09-26 14:30:00,267.12,22
13435,3809.8900000000003,7,2129,68,2011-06-03 17:07:00,2011-12-04 14:45:00,544.2700000000001,183
13436,196.89,1,76,12,2011-12-08 10:33:00,2011-12-08 10:33:00,196.89,0
13437,3408.06,7,1283,143,2011-06-02 14:30:00,2011-11-25 14:00:00,486.86571428571426,175
13439,283.71,1,242,54,2011-03-29 14:20:00,2011-03-29 14:20:00,283.71,0
13441,296.64,1,204,13,2011-09-09 09:38:00,2011-09-09 09:38:00,296.64,0
13447,1129.14,3,584,55,2011-11-04 10:10:00,2011-11-16 13:38:00,376.38000000000005,12
13448,3534.69,6,1648,137,2010-12-01 10:52:00,2011-11-23 12:33:00,589.115,357
13449,291.88,1,222,19,2011-11-16 08:28:00,2011-11-16 08:28:00,291.88,0
13450,2043.7199999999998,6,1982,32,2011-05-05 19:48:00,2011-11-13 11:54:00,340.61999999999995,191
13451,2898.2599999999998,5,2128,315,2011-01-09 15:35:00,2011-11-13 15:58:00,579.6519999999999,308
13452,590.0,2,2,1,2011-03-14 11:38:00,2011-03-25 14:19:00,295.0,11
13453,356.97999999999996,2,134,16,2011-02-23 09:44:00,2011-06-27 09:34:00,178.48999999999998,123
13455,1058.34,2,354,42,2010-12-08 13:11:00,2011-11-15 11:21:00,529.17,341
13456,1766.72,6,765,43,2011-05-16 15:34:00,2011-11-22 09:18:00,294.4533333333333,189
13458,9646.57,14,5508,242,2010-12-15 12:05:00,2011-12-02 15:29:00,689.0407142857142,352
13460,183.44,2,286,16,2011-10-21 09:50:00,2011-11-10 17:17:00,91.72,20
13461,1445.0,3,1170,14,2011-06-29 10:23:00,2011-11-01 09:01:00,481.6666666666667,124
13462,151.5,1,62,9,2011-04-01 11:20:00,2011-04-01 11:20:00,151.5,0
13464,674.68,1,403,41,2011-10-12 15:01:00,2011-10-12 15:01:00,674.68,0
13466,307.9,1,259,17,2011-06-08 16:39:00,2011-06-08 16:39:00,307.9,0
13467,1071.91,2,580,89,2011-11-03 16:56:00,2011-11-29 10:01:00,535.955,25
13468,5704.97,37,2589,184,2010-12-01 15:08:00,2011-12-08 10:39:00,154.1883783783784,371
13470,165.0,2,100,7,2011-08-16 17:06:00,2011-09-01 14:57:00,82.5,15
13471,2501.84,4,1583,214,2011-10-23 13:10:00,2011-12-08 15:44:00,625.46,46
13473,422.64,2,266,21,2011-01-11 08:45:00,2011-10-10 11:20:00,211.32,272
13474,226.84,1,129,59,2011-04-17 13:53:00,2011-04-17 13:53:00,226.84,0
13475,1431.78,4,1012,64,2011-02-14 12:36:00,2011-06-01 13:52:00,357.945,107
13476,1238.47,2,417,56,2011-03-03 14:43:00,2011-06-14 12:00:00,619.235,102
13477,1454.58,6,1021,57,2011-02-21 12:29:00,2011-11-02 12:04:00,242.42999999999998,253
13479,300.95,2,134,14,2011-04-19 11:27:00,2011-05-23 10:45:00,150.475,33
13481,1804.56,5,1142,98,2011-03-28 09:07:00,2011-10-25 09:07:00,360.912,211
13482,184.64,1,116,11,2011-04-21 17:03:00,2011-04-21 17:03:00,184.64,0
13483,140.34,1,160,10,2011-10-05 11:53:00,2011-10-05 11:53:00,140.34,0
13484,313.8,1,44,8,2011-04-12 16:30:00,2011-04-12 16:30:00,313.8,0
13485,454.24,1,277,23,2011-04-20 13:58:00,2011-04-20 13:58:00,454.24,0
13486,1122.41,3,669,69,2011-07-07 17:19:00,2011-09-22 13:13:00,374.1366666666667,76
13487,575.4,3,265,26,2010-12-21 14:54:00,2011-10-13 12:07:00,191.79999999999998,295
13488,8968.31,13,4518,271,2010-12-07 13:01:00,2011-11-22 14:41:00,689.87,350
13489,449.52,4,560,11,2011-02-18 10:42:00,2011-08-26 13:16:00,112.38,189
13491,1215.82,10,903,73,2010-12-02 14:30:00,2011-10-19 08:32:00,121.582,320
13492,1269.84,3,408,38,2011-05-09 10:06:00,2011-07-26 14:25:00,423.28,78
13493,618.63,2,380,6,2011-02-25 16:42:00,2011-03-09 15:35:00,309.315,11
13494,316.26000000000005,1,162,18,2011-02-01 11:58:00,2011-02-01 11:58:00,316.26000000000005,0
13495,2044.8700000000001,5,829,34,2010-12-06 15:14:00,2011-12-02 11:21:00,408.97400000000005,360
13496,653.33,2,341,28,2010-12-15 10:17:00,2011-11-29 10:58:00,326.665,349
13497,348.05,2,163,19,2010-12-06 11:37:00,2011-03-02 09:04:00,174.025,85
13499,1159.11,5,1365,31,2011-03-15 08:52:00,2011-11-22 11:21:00,231.82199999999997,252
13500,1166.77,3,609,60,2011-08-09 12:20:00,2011-11-16 15:35:00,388.92333333333335,99
13501,1340.32,1,560,52,2011-02-24 18:59:00,2011-02-24 18:59:00,1340.32,0
13502,292.0,3,264,17,2011-01-20 09:03:00,2011-11-23 10:39:00,97.33333333333333,307
13503,216.85,1,248,17,2011-09-29 13:23:00,2011-09-29 13:23:00,216.85,0
13504,295.93,1,178,22,2011-10-06 13:20:00,2011-10-06 13:20:00,295.93,0
13505,4393.63,4,2486,182,2011-04-21 12:07:00,2011-09-28 11:56:00,1098.4075,159
13506,458.52,2,324,26,2010-12-05 12:15:00,2011-01-27 13:53:00,229.26,53
13507,2479.16,4,1597,146,2011-07-17 11:50:00,2011-12-06 13:13:00,619.79,142
13508,110.97,1,24,12,2011-04-10 11:58:00,2011-04-10 11:58:00,110.97,0
13509,979.72,7,1106,27,2011-02-28 13:27:00,2011-12-01 10:10:00,139.96,275
13510,1791.56,4,1386,86,2011-06-09 09:32:00,2011-12-08 13:46:00,447.89,182
13512,251.21,1,143,15,2011-03-24 10:03:00,2011-03-24 10:03:00,251.21,0
13513,205.1,1,109,10,2011-08-05 11:50:00,2011-08-05 11:50:00,205.1,0
13514,152.20000000000002,1,40,4,2011-09-27 09:39:00,2011-09-27 09:39:00,152.20000000000002,0
13515,891.12,4,681,50,2011-04-06 10:33:00,2011-09-28 11:26:00,222.78,175
13516,1389.41,3,985,43,2011-04-15 11:06:00,2011-11-18 13:15:00,463.1366666666667,217
13517,2128.42,3,1369,125,2011-06-13 08:44:00,2011-10-11 11:43:00,709.4733333333334,120
13518,627.16,1,382,36,2011-09-15 10:29:00,2011-09-15 10:29:00,627.16,0
13519,122.75,1,23,8,2011-09-22 18:24:00,2011-09-22 18:24:00,122.75,0
13520,3624.35,6,1649,49,2010-12-03 10:36:00,2011-10-12 10:20:00,604.0583333333333,312
13521,1071.73,3,718,313,2011-11-29 15:09:00,2011-12-08 13:50:00,357.24333333333334,8
13522,125.80000000000001,1,44,5,2011-11-09 15:11:00,2011-11-09 15:11:00,125.80000000000001,0
13523,3964.88,5,1752,157,2010-12-08 14:22:00,2011-11-06 15:11:00,792.976,333
13524,680.1800000000001,5,324,17,2011-05-04 12:26:00,2011-10-30 12:34:00,136.036,179
13525,628.78,2,394,5,2011-04-05 15:36:00,2011-11-25 12:01:00,314.39,233
13527,2242.36,7,1683,153,2011-01-17 11:17:00,2011-11-06 12:04:00,320.33714285714285,293
13529,307.76,2,74,15,2011-05-19 11:50:00,2011-09-22 09:15:00,153.88,125
13531,483.8,2,174,17,2010-12-08 15:03:00,2011-05-18 16:56:00,241.9,161
13532,210.31,1,129,66,2011-11-06 12:25:00,2011-11-06 12:25:00,210.31,0
13533,269.09,3,202,61,2011-03-17 12:47:00,2011-06-10 11:54:00,89.69666666666666,84
13534,5870.08,25,2961,119,2010-12-16 15:23:00,2011-12-07 14:52:00,234.8032,355
13536,3444.39,7,2126,91,2011-09-25 13:30:00,2011-12-08 16:38:00,492.05571428571426,74
13538,1280.85,7,175,10,2011-01-28 10:40:00,2011-10-27 16:34:00,182.97857142857143,272
13539,631.34,3,320,35,2011-02-03 15:23:00,2011-09-15 10:18:00,210.4466666666667,223
13544,276.06,2,112,76,2011-04-13 12:09:00,2011-10-31 11:57:00,138.03,200
13546,621.09,3,357,72,2011-05-23 12:14:00,2011-11-27 14:50:00,207.03,188
13548,678.16,2,436,114,2011-04-10 11:35:00,2011-09-04 14:50:00,339.08,147
13549,918.2,7,458,37,2011-04-11 13:42:00,2011-11-14 09:20:00,131.17142857142858,216
