InvoiceNo,OrderRevenue,Units,ProductLines,CustomerID,InvoiceDate
545034,179.35,66,4,13493,2011-02-25 16:42:00
545035,430.26,202,18,15078,2011-02-25 17:03:00
545036,168.6,39,28,14573,2011-02-25 17:25:00
545037,386.90000000000003,66,21,14532,2011-02-27 10:02:00
545038,65.13,38,29,13684,2011-02-27 10:13:00
545039,344.05,145,19,17243,2011-02-27 10:22:00
545041,524.95,209,16,14952,2011-02-27 10:30:00
545042,845.1,190,8,13261,2011-02-27 10:41:00
545043,197.15,78,20,16407,2011-02-27 11:05:00
545044,333.92,204,14,15738,2011-02-27 11:31:00
545045,592.55,248,55,15708,2011-02-27 11:40:00
545046,145.04999999999998,73,10,16598,2011-02-27 11:42:00
545047,182.8,40,2,14147,2011-02-27 11:42:00
545048,180.65,87,24,14810,2011-02-27 11:48:00
545049,109.85,101,6,15046,2011-02-27 11:53:00
545050,375.16999999999996,174,22,15951,2011-02-27 11:57:00
545051,110.6,71,5,12599,2011-02-27 11:58:00
545052,333.48,260,16,13971,2011-02-27 12:27:00
545053,318.03,209,60,17516,2011-02-27 12:41:00
545054,397.92,288,61,14472,2011-02-27 12:41:00
545055,6.6,4,1,17516,2011-02-27 12:45:00
545056,486.65000000000003,505,22,16745,2011-02-27 12:48:00
545057,299.14,140,13,13630,2011-02-27 12:49:00
545058,317.87,169,12,13767,2011-02-27 13:03:00
545059,269.18,186,36,14157,2011-02-27 13:04:00
545060,392.84000000000003,268,60,15547,2011-02-27 13:47:00
545061,14.95,1,1,15547,2011-02-27 13:52:00
545062,267.2,99,64,12748,2011-02-27 14:07:00
545063,134.72,47,36,14606,2011-02-27 14:26:00
545064,154.5,65,11,13636,2011-02-27 14:29:00
545065,412.55,217,10,12431,2011-02-27 14:43:00
545066,234.12,103,38,13610,2011-02-27 14:44:00
545067,258.4,64,28,17894,2011-02-27 14:49:00
545069,240.60000000000002,188,7,14745,2011-02-27 15:25:00
545070,240.0,168,8,16493,2011-02-27 15:42:00
545071,210.09,118,31,15996,2011-02-27 15:59:00
545072,549.26,346,15,12781,2011-02-28 08:43:00
545073,626.65,268,38,14036,2011-02-28 09:26:00
545074,306.70000000000005,278,12,17655,2011-02-28 09:28:00
545075,319.9,168,20,14211,2011-02-28 09:33:00
545076,147.9,147,9,15235,2011-02-28 09:43:00
545077,10.08,24,1,14616,2011-02-28 10:07:00
545079,100.94999999999999,58,29,18283,2011-02-28 10:30:00
545080,301.91,301,24,13004,2011-02-28 10:33:00
545081,683.98,217,40,16057,2011-02-28 10:35:00
545082,421.6,228,26,16992,2011-02-28 10:37:00
545083,103.65,31,5,15724,2011-02-28 10:40:00
545084,441.92,270,19,12458,2011-02-28 10:55:00
545085,891.83,424,64,15039,2011-02-28 11:19:00
545086,353.43,214,13,12678,2011-02-28 11:43:00
545087,513.45,467,8,16422,2011-02-28 11:46:00
545103,11.9,2,1,15039,2011-02-28 11:57:00
545105,720.86,316,26,12598,2011-02-28 11:58:00
545140,149.95,15,3,12464,2011-02-28 12:08:00
545148,308.44,204,15,13675,2011-02-28 12:14:00
545149,251.9,101,13,15062,2011-02-28 12:19:00
545150,736.7,385,46,14227,2011-02-28 12:27:00
545151,50.76,84,3,16668,2011-02-28 12:46:00
545152,306.84,208,14,15227,2011-02-28 12:47:00
545153,200.4,77,20,16667,2011-02-28 12:57:00
545154,425.5,206,27,12921,2011-02-28 13:09:00
545155,122.0,20,11,14527,2011-02-28 13:25:00
545156,209.32,260,12,13509,2011-02-28 13:27:00
545157,205.38,150,12,14239,2011-02-28 13:27:00
545158,584.35,52,5,15874,2011-02-28 13:28:00
545159,13.05,17,4,12748,2011-02-28 13:31:00
545161,195.0,124,9,16187,2011-02-28 13:34:00
545162,480.90000000000003,247,22,16187,2011-02-28 13:35:00
545163,216.04999999999998,139,13,16607,2011-02-28 13:39:00
545164,173.7,98,11,16458,2011-02-28 13:40:00
545165,94.05,21,17,16339,2011-02-28 13:41:00
545166,232.43,85,38,17027,2011-02-28 14:03:00
545170,170.04999999999998,34,7,14078,2011-02-28 14:15:00
545180,200.72,73,12,12728,2011-02-28 14:42:00
545181,176.5,55,7,12509,2011-02-28 14:45:00
545182,154.99,460,14,14046,2011-02-28 14:48:00
545183,314.90000000000003,100,18,15570,2011-02-28 14:59:00
545184,249.57,133,14,13292,2011-02-28 15:00:00
545185,79.2,144,1,16027,2011-02-28 15:04:00
545186,229.9,114,47,17841,2011-02-28 15:05:00
545187,109.8,84,4,16427,2011-02-28 15:18:00
545188,582.37,366,115,14056,2011-02-28 15:19:00
545190,242.95,89,15,15656,2011-02-28 15:32:00
545191,240.25,104,14,12811,2011-02-28 15:39:00
545213,190.7,124,11,16518,2011-02-28 16:36:00
545214,158.68,100,10,17165,2011-02-28 16:39:00
545218,463.40999999999997,155,14,17462,2011-02-28 17:01:00
545220,235.35,73,15,14620,2011-03-01 08:30:00
545221,521.1,260,30,14740,2011-03-01 08:35:00
545222,200.10000000000002,94,9,13880,2011-03-01 08:49:00
545223,34.0,4,1,16462,2011-03-01 08:58:00
545224,182.7,86,11,17068,2011-03-01 09:03:00
545225,161.8,136,3,12971,2011-03-01 09:22:00
545226,1943.4,852,95,12428,2011-03-01 09:33:00
545227,2474.62,1273,98,12428,2011-03-01 09:35:00
545228,79.2,16,1,16078,2011-03-01 09:47:00
545229,54.300000000000004,18,3,16915,2011-03-01 09:52:00
545231,307.62,255,12,15194,2011-03-01 10:08:00
545232,897.8,555,61,15676,2011-03-01 10:19:00
545233,72.12,100,10,18044,2011-03-01 10:25:00
545234,256.85,109,12,18075,2011-03-01 10:26:00
545235,352.2,247,17,12683,2011-03-01 10:31:00
545237,133.25,121,6,15709,2011-03-01 10:38:00
545238,395.33,434,28,15241,2011-03-01 11:02:00
545276,110.75,65,7,12933,2011-03-01 11:30:00
545279,122.5,53,7,17811,2011-03-01 11:36:00
545287,117.0,60,1,15971,2011-03-01 11:42:00
545288,1390.06,1003,33,15311,2011-03-01 11:48:00
545289,470.88,242,30,14732,2011-03-01 11:55:00
545290,209.05,113,17,14688,2011-03-01 12:01:00
545294,313.58,298,33,17965,2011-03-01 12:07:00
545295,762.5,384,14,12709,2011-03-01 12:09:00
545300,323.16,116,19,15092,2011-03-01 12:24:00
545301,794.06,333,42,12679,2011-03-01 12:26:00
545302,297.16,107,38,14506,2011-03-01 12:46:00
545303,204.5,175,16,15319,2011-03-01 12:48:00
545304,498.15000000000003,151,30,16212,2011-03-01 12:51:00
545305,317.15,46,7,15257,2011-03-01 12:58:00
545306,13.2,6,2,17027,2011-03-01 13:04:00
545308,133.11,40,29,14656,2011-03-01 13:19:00
545309,138.15,49,7,13884,2011-03-01 13:40:00
545310,17.67,21,5,15456,2011-03-01 13:45:00
545311,155.0,108,9,15660,2011-03-01 13:45:00
545312,185.7,202,28,15456,2011-03-01 13:51:00
545313,242.03,135,10,15953,2011-03-01 13:55:00
545314,559.12,171,26,12866,2011-03-01 14:11:00
545318,556.32,504,11,14676,2011-03-01 14:26:00
545319,412.32,152,4,16839,2011-03-01 14:42:00
545320,2541.15,669,6,14156,2011-03-01 14:47:00
545321,310.78,146,12,12747,2011-03-01 14:53:00
545322,580.57,349,15,13599,2011-03-01 14:56:00
545323,144.35,26,5,12352,2011-03-01 14:57:00
545324,268.6,68,27,13110,2011-03-01 14:58:00
545325,329.34000000000003,322,4,16525,2011-03-01 15:01:00
545326,34.75,5,2,14560,2011-03-01 15:12:00
545327,417.2,216,39,13166,2011-03-01 15:16:00
545328,119.65,59,6,16389,2011-03-01 15:47:00
545331,2.5,2,1,17961,2011-03-01 15:49:00
545332,840.3,3,1,12352,2011-03-01 15:52:00
545334,270.4,256,44,15750,2011-03-01 16:34:00
545336,551.2,2,1,12428,2011-03-01 16:53:00
545337,227.6,120,30,15984,2011-03-01 17:28:00
545338,338.34,156,50,17449,2011-03-01 17:32:00
545339,463.0,228,19,14292,2011-03-02 08:26:00
545340,1375.24,786,69,15416,2011-03-02 08:41:00
545341,1642.5,150,1,17949,2011-03-02 09:03:00
545342,194.55,109,10,13497,2011-03-02 09:04:00
545343,162.3,62,10,15733,2011-03-02 09:05:00
545344,312.18,182,18,16678,2011-03-02 09:24:00
545345,382.1,41,16,14180,2011-03-02 09:33:00
545346,312.38,110,18,12834,2011-03-02 09:49:00
545347,76.32000000000001,72,1,13094,2011-03-02 10:20:00
545348,134.97,87,4,12913,2011-03-02 10:49:00
545349,172.6,146,34,18118,2011-03-02 11:07:00
545377,122.07,62,37,14606,2011-03-02 11:32:00
545398,1463.47,958,46,13722,2011-03-02 11:43:00
545399,828.84,459,39,14934,2011-03-02 11:48:00
545400,501.99,281,23,17048,2011-03-02 12:03:00
545408,848.05,335,35,15067,2011-03-02 12:10:00
545410,615.33,371,40,16670,2011-03-02 12:18:00
545411,388.3,174,20,16128,2011-03-02 12:21:00
545412,597.8100000000001,203,7,15061,2011-03-02 12:24:00
545413,255.0,750,3,15061,2011-03-02 12:24:00
545414,838.8000000000001,24,1,12980,2011-03-02 12:43:00
545415,453.79,309,31,15641,2011-03-02 13:03:00
545416,603.17,231,21,17770,2011-03-02 13:35:00
545417,576.0,222,29,15622,2011-03-02 13:42:00
545418,85.0,10,1,14473,2011-03-02 13:56:00
545419,374.64,220,28,15104,2011-03-02 14:16:00
545423,337.1,176,23,15643,2011-03-02 14:34:00
545425,100.43,43,10,16792,2011-03-02 14:39:00
545426,276.66,82,6,15189,2011-03-02 14:41:00
545427,9.95,1,1,16792,2011-03-02 14:41:00
545428,430.5,148,22,14239,2011-03-02 14:43:00
545429,150.83,67,24,15031,2011-03-02 14:46:00
545430,306.7,82,8,15636,2011-03-02 14:50:00
545431,374.0,128,4,12873,2011-03-02 14:58:00
545433,207.50000000000003,50,1,17923,2011-03-02 15:15:00
545435,183.0,60,11,16217,2011-03-02 15:28:00
545441,108.32000000000001,62,14,14657,2011-03-02 16:17:00
545445,779.92,292,41,17738,2011-03-02 16:26:00
545447,1193.88,546,66,17426,2011-03-02 16:34:00
545448,15.299999999999999,6,1,12753,2011-03-02 16:35:00
545459,136.12,150,15,17576,2011-03-02 17:21:00
545460,275.53,133,71,13230,2011-03-02 17:32:00
545461,401.45,219,22,14388,2011-03-03 08:24:00
545462,535.38,348,29,17567,2011-03-03 08:24:00
545463,96.75,57,3,13784,2011-03-03 08:36:00
545465,114.84,64,4,16957,2011-03-03 09:25:00
545466,1396.0,200,1,18102,2011-03-03 09:26:00
545467,105.45,15,4,15304,2011-03-03 09:39:00
545468,436.68,378,29,16571,2011-03-03 09:41:00
545469,345.85,85,18,17646,2011-03-03 10:09:00
545470,137.1,97,9,14483,2011-03-03 10:26:00
545471,306.94,470,15,15087,2011-03-03 10:34:00
545474,1120.53,363,31,16709,2011-03-03 10:55:00
545475,16726.84,10272,82,12415,2011-03-03 10:59:00
545477,134.5,28,16,14573,2011-03-03 11:07:00
545503,183.65,78,29,15719,2011-03-03 11:34:00
545505,482.81,347,5,17856,2011-03-03 11:40:00
545512,124.68,42,5,17389,2011-03-03 12:00:00
545514,222.65,257,19,15053,2011-03-03 12:06:00
545515,534.76,317,28,12727,2011-03-03 12:06:00
545517,38.4,25,2,12727,2011-03-03 12:20:00
545518,289.21999999999997,310,15,18218,2011-03-03 12:24:00
545519,348.2,236,14,16159,2011-03-03 12:27:00
545521,76.1,133,2,17995,2011-03-03 12:30:00
545522,303.03,149,17,15596,2011-03-03 12:35:00
545523,194.6,69,39,14524,2011-03-03 12:41:00
545524,191.95,29,12,17374,2011-03-03 12:53:00
545526,225.9,74,14,17789,2011-03-03 13:14:00
545530,2114.71,1345,98,17416,2011-03-03 13:45:00
545533,475.44,343,23,12524,2011-03-03 14:04:00
545534,222.3,98,13,17652,2011-03-03 14:05:00
545535,73.92,96,2,13199,2011-03-03 14:09:00
545536,410.0,126,19,12417,2011-03-03 14:12:00
545543,727.6,164,29,13476,2011-03-03 14:43:00
545544,294.33,459,20,14057,2011-03-03 14:56:00
545545,187.11,87,48,17841,2011-03-03 15:02:00
545550,148.49,203,7,18041,2011-03-03 15:11:00
545555,137.62,57,20,17757,2011-03-03 15:17:00
545557,249.84,193,5,12500,2011-03-03 15:30:00
545558,485.78000000000003,302,11,17873,2011-03-03 15:31:00
545559,287.22,137,51,15005,2011-03-03 15:31:00
545570,166.04,53,4,12817,2011-03-03 16:28:00
545571,602.61,319,36,17700,2011-03-03 16:34:00
545573,124.10000000000001,94,8,15393,2011-03-03 16:58:00
545574,122.7,80,18,13959,2011-03-03 18:16:00
545575,515.38,146,11,13014,2011-03-03 18:28:00
545576,99.75,13,3,15611,2011-03-03 18:46:00
545577,161.5,47,14,14702,2011-03-03 19:18:00
545578,137.49,95,8,13715,2011-03-03 19:21:00
545579,387.31,289,22,17508,2011-03-04 08:10:00
545580,378.21000000000004,211,20,13931,2011-03-04 08:43:00
545582,3547.34,1976,23,13694,2011-03-04 09:05:00
545583,317.25,125,16,12553,2011-03-04 09:08:00
545585,312.4,288,17,12541,2011-03-04 09:32:00
545587,281.49,221,58,14796,2011-03-04 09:46:00
545588,222.99,131,15,13382,2011-03-04 10:03:00
545589,333.2,178,15,17001,2011-03-04 10:21:00
545590,316.11,275,23,15220,2011-03-04 10:24:00
545591,356.9,235,22,17581,2011-03-04 10:28:00
545592,369.95,125,18,17581,2011-03-04 10:30:00
545593,102.4,16,3,17581,2011-03-04 10:31:00
545595,167.91,85,20,14570,2011-03-04 10:39:00
545596,265.0,136,15,14447,2011-03-04 10:49:00
545597,50.15,10,9,14570,2011-03-04 10:58:00
545601,152.00000000000003,52,9,15827,2011-03-04 11:49:00
545602,109.16,87,13,17315,2011-03-04 11:49:00
545603,38.1,14,2,15827,2011-03-04 11:49:00
545630,332.4,108,8,14466,2011-03-04 12:06:00
545634,308.18,264,19,14911,2011-03-04 12:12:00
545635,240.68,224,16,13557,2011-03-04 12:14:00
545636,416.69,237,23,16449,2011-03-04 12:15:00
545637,292.03,261,20,15514,2011-03-04 12:16:00
545638,235.91,85,9,13113,2011-03-04 12:26:00
545644,1920.48,3528,5,16333,2011-03-04 12:37:00
545645,17.549999999999997,3,3,12755,2011-03-04 12:42:00
545646,38.0,14,6,14779,2011-03-04 12:42:00
545647,159.4,109,6,12547,2011-03-04 12:46:00
545648,96.8,60,6,17325,2011-03-04 13:09:00
545649,119.31,51,37,14995,2011-03-04 13:14:00
545652,50.8,16,3,16414,2011-03-04 13:27:00
545653,935.54,579,35,15311,2011-03-04 13:39:00
545654,345.68,256,17,15681,2011-03-04 13:46:00
545655,96.24,66,43,14670,2011-03-04 13:58:00
545656,99.0,12,6,14057,2011-03-04 13:58:00
545657,877.31,593,56,14911,2011-03-04 14:02:00
545658,296.62,260,75,14670,2011-03-04 14:13:00
545659,45.0,36,3,15675,2011-03-04 14:21:00
545660,310.77,159,36,17191,2011-03-04 14:28:00
545661,829.85,739,52,15358,2011-03-04 14:41:00
545662,208.2,92,11,15358,2011-03-04 14:42:00
545663,162.07999999999998,203,13,13491,2011-03-04 14:52:00
545664,463.63,84,18,12584,2011-03-04 15:15:00
545665,164.4,136,13,17535,2011-03-04 15:20:00
545668,532.13,301,10,14031,2011-03-04 17:02:00
545669,177.60000000000002,64,8,17243,2011-03-06 10:05:00
545670,292.75,65,5,15465,2011-03-06 10:07:00
545675,15.0,12,1,18223,2011-03-06 10:26:00
545676,246.76000000000002,152,6,15034,2011-03-06 10:26:00
545680,346.1,190,5,15400,2011-03-06 11:27:00
545681,655.03,289,55,16923,2011-03-06 11:28:00
545682,253.79,111,39,14701,2011-03-06 11:39:00
545683,529.88,232,56,14903,2011-03-06 11:50:00
545684,279.8,76,7,15606,2011-03-06 11:52:00
545685,122.87,70,41,14499,2011-03-06 11:55:00
545686,137.9,56,8,18211,2011-03-06 12:09:00
545687,506.35,344,71,17769,2011-03-06 12:20:00
545688,630.22,211,60,16033,2011-03-06 12:42:00
545690,427.03000000000003,185,107,13263,2011-03-06 12:46:00
545691,263.04,140,25,14161,2011-03-06 12:52:00
545692,510.7,188,15,17428,2011-03-06 12:58:00
545693,796.86,746,12,16422,2011-03-06 14:09:00
545694,120.0,96,1,16422,2011-03-06 14:10:00
545695,826.37,340,85,17050,2011-03-06 14:15:00
545696,222.05,111,19,15696,2011-03-06 14:21:00
545697,147.23,110,32,14504,2011-03-06 14:38:00
545698,225.14,19,15,15572,2011-03-06 14:44:00
545699,220.77,196,25,15572,2011-03-06 14:50:00
545700,166.45,150,15,17811,2011-03-06 14:57:00
545701,1695.21,826,63,17107,2011-03-06 15:17:00
545702,136.76999999999998,47,19,14247,2011-03-06 15:21:00
545704,215.55,23,6,16638,2011-03-07 08:30:00
545705,217.2,74,14,15554,2011-03-07 09:00:00
545706,219.3,91,9,12712,2011-03-07 09:10:00
545707,673.9,506,4,13881,2011-03-07 09:35:00
545708,142.28,76,8,14915,2011-03-07 09:39:00
545709,282.65999999999997,191,18,12708,2011-03-07 09:49:00
545710,90.6,72,7,13117,2011-03-07 09:52:00
545711,159.3,66,8,16136,2011-03-07 09:52:00
545712,180.60000000000002,45,10,18280,2011-03-07 09:52:00
545718,315.6,76,20,12614,2011-03-07 10:22:00
545719,1656.15,599,68,13344,2011-03-07 10:28:00
545721,590.5,251,41,15039,2011-03-07 10:52:00
545722,475.20000000000005,96,1,16013,2011-03-07 11:06:00
545725,162.85,47,5,16621,2011-03-07 11:32:00
545738,75.6,72,2,17571,2011-03-07 11:44:00
545748,1588.68,1476,14,17381,2011-03-07 11:52:00
545752,431.28,888,3,17381,2011-03-07 11:54:00
545759,806.05,204,23,16316,2011-03-07 11:56:00
545764,294.17,130,15,13408,2011-03-07 12:00:00
545790,17.0,2,1,16316,2011-03-07 12:12:00
545797,326.91,176,57,16225,2011-03-07 12:17:00
545812,638.65,313,37,14214,2011-03-07 12:26:00
545815,328.8,160,11,14012,2011-03-07 12:26:00
545819,102.0,44,15,16356,2011-03-07 12:31:00
545820,40.2,14,2,13884,2011-03-07 12:46:00
545821,591.02,338,27,13001,2011-03-07 12:50:00
545822,17.9,2,1,13884,2011-03-07 12:53:00
545826,318.24,301,16,17696,2011-03-07 13:03:00
545830,451.66,123,50,17634,2011-03-07 13:10:00
545835,117.55,41,22,17654,2011-03-07 13:17:00
545838,100.97,49,36,14606,2011-03-07 13:33:00
545842,557.0,238,30,15498,2011-03-07 13:37:00
545845,16.05,12,12,12754,2011-03-07 13:38:00
545851,108.97999999999999,58,20,15026,2011-03-07 13:45:00
545853,162.7,96,17,16517,2011-03-07 13:50:00
545854,580.79,374,34,14817,2011-03-07 13:51:00
545855,246.29999999999998,138,11,15290,2011-03-07 13:52:00
545856,89.70000000000002,24,4,16225,2011-03-07 13:54:00
545859,593.9200000000001,276,16,15498,2011-03-07 14:10:00
545865,2597.4,1548,8,15769,2011-03-07 14:17:00
545868,145.7,52,25,17841,2011-03-07 14:33:00
545869,196.45000000000002,143,13,17162,2011-03-07 14:45:00
545870,15.299999999999999,6,1,17162,2011-03-07 14:45:00
545871,134.9,109,10,17092,2011-03-07 14:51:00
545872,379.25,282,89,15752,2011-03-07 14:51:00
545873,110.2,22,6,13092,2011-03-07 14:54:00
545874,79.4,70,8,12841,2011-03-07 15:02:00
545883,147.95000000000002,45,9,15974,2011-03-07 15:40:00
545888,416.22,322,5,13798,2011-03-07 16:14:00
545889,45.0,1,1,15291,2011-03-07 16:14:00
545890,92.80000000000001,24,5,16782,2011-03-07 16:39:00
545894,211.36,95,23,16242,2011-03-07 17:04:00
545896,61.589999999999996,118,5,15869,2011-03-07 17:19:00
545898,88.05,57,8,15869,2011-03-07 17:23:00
545899,74.7,25,11,17817,2011-03-07 17:30:00
545900,195.0,1,1,17817,2011-03-07 17:42:00
545901,1022.77,404,149,15834,2011-03-07 17:52:00
545902,250.0,2,2,15834,2011-03-07 17:55:00
545904,126.65,43,7,13468,2011-03-08 08:52:00
545905,197.0,196,14,15234,2011-03-08 08:53:00
545906,1120.93,623,59,15764,2011-03-08 09:23:00
545907,300.36,274,16,15806,2011-03-08 09:24:00
545908,461.25,251,20,14709,2011-03-08 09:26:00
545909,639.64,522,41,15819,2011-03-08 09:45:00
545910,237.36,444,19,14586,2011-03-08 10:04:00
545911,181.44,864,2,17940,2011-03-08 10:12:00
545912,325.1,50,6,15944,2011-03-08 10:33:00
545913,431.58000000000004,220,14,16779,2011-03-08 10:39:00
545914,3678.03,1605,51,13340,2011-03-08 11:39:00
545915,329.08,168,16,17419,2011-03-08 11:44:00
545916,278.13,77,13,12528,2011-03-08 11:46:00
545918,391.52,232,9,16917,2011-03-08 11:55:00
545928,357.18,134,19,14407,2011-03-08 11:59:00
545933,496.0,349,28,13908,2011-03-08 12:04:00
545937,1570.19,1109,56,12758,2011-03-08 12:05:00
545945,122.61,72,24,16710,2011-03-08 12:07:00
545978,671.16,446,111,13975,2011-03-08 12:19:00
545979,111.0,116,25,12748,2011-03-08 12:30:00
545980,250.87,138,49,14730,2011-03-08 12:49:00
545987,105.53999999999999,18,3,17389,2011-03-08 12:51:00
545988,301.4,169,19,12662,2011-03-08 12:52:00
545989,301.4,32,3,14560,2011-03-08 12:57:00
545991,896.7099999999999,565,29,15311,2011-03-08 13:12:00
545992,123.35,23,3,16927,2011-03-08 13:21:00
545993,421.09,199,6,13777,2011-03-08 13:23:00
545994,305.1,191,18,12623,2011-03-08 13:50:00
545995,759.44,414,67,15023,2011-03-08 13:54:00
545996,983.16,480,82,14367,2011-03-08 14:12:00
545998,987.7,458,50,13373,2011-03-08 14:35:00
545999,1195.95,699,58,13089,2011-03-08 14:44:00
546000,72.0,32,4,13089,2011-03-08 14:47:00
546001,329.36,52,4,13854,2011-03-08 15:03:00
546003,366.57,153,50,16712,2011-03-08 15:07:00
546005,794.41,379,53,14426,2011-03-08 15:17:00
546006,108.5,49,7,17639,2011-03-08 15:22:00
546009,328.37,157,11,16426,2011-03-08 15:45:00
546011,367.20000000000005,936,2,17306,2011-03-08 16:31:00
546013,238.01,165,32,16495,2011-03-08 16:38:00
546014,8.5,1,1,16495,2011-03-08 16:39:00
546015,534.4200000000001,434,29,14336,2011-03-08 16:48:00
546017,339.36,222,28,14507,2011-03-08 17:23:00
546019,39.49,50,11,14507,2011-03-08 17:25:00
546027,444.8,277,27,12759,2011-03-09 08:09:00
546028,924.5400000000001,314,40,17049,2011-03-09 08:33:00
546029,17.700000000000003,6,1,15206,2011-03-09 08:59:00
546030,118.5,90,8,14013,2011-03-09 08:59:00
546031,201.5,90,9,13267,2011-03-09 09:11:00
546032,85.15,45,6,13267,2011-03-09 09:11:00
546033,15.9,2,1,13267,2011-03-09 09:12:00
546034,309.64,291,20,14032,2011-03-09 09:44:00
546035,229.8,76,5,12924,2011-03-09 09:50:00
546036,240.10000000000002,78,9,14645,2011-03-09 09:52:00
546037,247.4,52,9,14825,2011-03-09 10:00:00
546038,588.6700000000001,165,12,15071,2011-03-09 10:19:00
546062,148.63,215,20,16221,2011-03-09 10:51:00
546067,2099.7,780,4,17450,2011-03-09 10:58:00
546079,188.25,87,27,14534,2011-03-09 11:05:00
546082,221.4,612,2,12971,2011-03-09 11:25:00
546083,38.98,50,3,12971,2011-03-09 11:27:00
546084,617.1,384,40,14112,2011-03-09 11:28:00
546087,84.36,156,5,13026,2011-03-09 11:35:00
546088,298.0,21,7,12881,2011-03-09 11:44:00
546089,200.85,347,29,17864,2011-03-09 11:44:00
546090,660.34,306,7,16525,2011-03-09 11:48:00
546091,1576.3600000000001,944,81,14936,2011-03-09 11:53:00
546092,380.5,126,24,17138,2011-03-09 11:54:00
546096,1711.06,1566,55,15502,2011-03-09 11:59:00
546100,342.58,202,21,16572,2011-03-09 12:04:00
546101,188.64,48,5,14803,2011-03-09 12:12:00
546102,17.700000000000003,6,1,16316,2011-03-09 12:12:00
546103,304.5,124,5,13093,2011-03-09 12:14:00
546104,98.7,15,11,14527,2011-03-09 12:19:00
546105,260.03,222,42,14662,2011-03-09 12:21:00
546107,227.32,133,45,17238,2011-03-09 12:33:00
546108,381.21,334,59,15529,2011-03-09 12:35:00
546110,261.6,32,7,17770,2011-03-09 12:38:00
546111,120.44,53,23,14165,2011-03-09 12:39:00
546112,330.0,200,1,15769,2011-03-09 12:44:00
546113,146.18,157,22,14344,2011-03-09 13:18:00
546115,371.84000000000003,188,21,15379,2011-03-09 13:50:00
546116,764.58,412,36,15367,2011-03-09 13:53:00
546117,704.33,353,71,16771,2011-03-09 13:56:00
546118,846.45,212,26,13078,2011-03-09 14:14:00
546119,308.98,201,19,16945,2011-03-09 14:22:00
546120,79.92,104,6,16945,2011-03-09 14:23:00
546121,155.45,107,25,14085,2011-03-09 14:30:00
546122,91.54,35,15,15581,2011-03-09 14:32:00
546123,264.27,107,7,16419,2011-03-09 14:49:00
546127,411.18,158,10,17730,2011-03-09 14:57:00
546132,358.5,54,3,15057,2011-03-09 15:17:00
546133,984.88,516,52,14291,2011-03-09 15:20:00
546134,439.28,314,4,13493,2011-03-09 15:35:00
546135,210.9,90,10,12388,2011-03-09 15:47:00
546153,337.5,50,5,13538,2011-03-10 07:42:00
546154,500.0,400,1,13953,2011-03-10 07:43:00
546155,394.63,307,26,15632,2011-03-10 08:29:00
546156,232.6,78,11,14297,2011-03-10 08:31:00
546157,74.56,50,5,13502,2011-03-10 08:40:00
546158,298.5,122,15,13899,2011-03-10 09:30:00
546159,223.95000000000002,141,13,16471,2011-03-10 09:41:00
546160,3277.24,1844,32,15838,2011-03-10 09:49:00
546161,122.39999999999999,144,1,17404,2011-03-10 09:52:00
546163,146.23000000000002,57,12,17377,2011-03-10 10:03:00
546164,547.35,165,7,15939,2011-03-10 10:04:00
546165,312.8,120,19,18183,2011-03-10 10:08:00
546166,270.4,208,3,16553,2011-03-10 10:10:00
546169,660.0,400,2,14603,2011-03-10 10:27:00
546171,130.56,90,5,16359,2011-03-10 10:31:00
546172,585.32,264,30,14156,2011-03-10 10:32:00
546182,366.53,249,25,14334,2011-03-10 10:53:00
546189,300.53999999999996,191,16,13102,2011-03-10 10:56:00
546190,199.2,80,9,13102,2011-03-10 10:57:00
546212,3500.5,2826,27,14156,2011-03-10 11:33:00
546213,1614.6,108,3,14156,2011-03-10 11:37:00
546215,124.94999999999999,87,29,14713,2011-03-10 11:52:00
546216,853.48,664,14,18173,2011-03-10 11:56:00
546218,144.9,58,14,14667,2011-03-10 12:11:00
546220,541.1,584,28,16745,2011-03-10 12:16:00
546223,462.28000000000003,288,21,14854,2011-03-10 12:22:00
546230,397.55,145,22,13871,2011-03-10 12:26:00
546235,115.57000000000001,46,20,14976,2011-03-10 12:42:00
546236,938.39,1005,48,12370,2011-03-10 12:48:00
546237,333.08,164,23,16625,2011-03-10 12:50:00
546239,185.15,167,12,14064,2011-03-10 12:59:00
546242,360.78000000000003,306,27,16743,2011-03-10 13:07:00
546243,310.47,175,19,15308,2011-03-10 13:08:00
546246,789.9,322,30,14841,2011-03-10 13:28:00
546247,101.34,106,7,18086,2011-03-10 13:34:00
546248,214.5,112,13,16477,2011-03-10 13:46:00
546249,99.95,47,24,14606,2011-03-10 13:58:00
546250,282.93,183,18,14350,2011-03-10 14:14:00
546251,576.1,872,17,16553,2011-03-10 14:37:00
546252,1104.13,701,62,14930,2011-03-10 14:42:00
546253,130.26,66,5,16080,2011-03-10 14:44:00
546254,268.58,62,10,14727,2011-03-10 14:45:00
546255,245.51999999999998,180,16,13468,2011-03-10 14:56:00
546261,137.84,70,46,17841,2011-03-10 15:01:00
546263,461.6,218,3,14156,2011-03-10 15:01:00
546275,209.94,246,16,13126,2011-03-10 15:06:00
546279,4.25,1,1,17841,2011-03-10 15:08:00
546301,93.18,66,5,16778,2011-03-10 15:21:00
546304,117.11,63,20,14077,2011-03-10 15:52:00
