Segment,StockCode,Revenue,Quantity,Orders,Customers
Segment 0,84375,1883.1000000000001,931,41,34
Segment 0,84378,721.9,554,44,41
Segment 0,84380,903.79,703,45,37
Segment 0,84406B,1111.55,317,36,19
Segment 0,84422,16.83,29,2,2
Segment 0,84429A,53.10000000000001,18,3,3
Segment 0,84457,1.7,2,1,1
Segment 0,84459A,93.86999999999999,63,5,5
Segment 0,84459B,71.52,48,4,4
Segment 0,84497,3.75,1,1,1
Segment 0,84507B,15.299999999999999,6,1,1
Segment 0,84507C,2.55,1,1,1
Segment 0,84508A,3333.3,1586,12,3
Segment 0,84508B,20.4,8,3,3
Segment 0,84508C,17.849999999999998,7,2,2
Segment 0,84509A,191.25,51,10,10
Segment 0,84509B,52.5,14,3,3
Segment 0,84509C,15.0,4,1,1
Segment 0,84509G,67.5,42,4,4
Segment 0,84510A,100.0,80,8,8
Segment 0,84510C,12.5,10,1,1
Segment 0,84519A,37.5,30,2,2
Segment 0,84519B,15.0,12,2,2
Segment 0,84520B,27.2,32,4,4
Segment 0,84527,15.6,8,1,1
Segment 0,84531A,0.39,1,1,1
Segment 0,84531B,0.39,1,1,1
Segment 0,84534B,13.6,16,1,1
Segment 0,84535B,152.16,336,5,4
Segment 0,84536A,54.18,129,11,11
Segment 0,84536B,219.34,587,13,11
Segment 0,84548,6.6,4,1,1
Segment 0,84558A,8.850000000000001,3,3,3
Segment 0,84559A,7.6499999999999995,9,4,4
Segment 0,84559B,10.2,12,3,3
Segment 0,84563A,23.6,8,1,1
Segment 0,84563B,11.8,4,3,2
Segment 0,84568,607.68,3168,7,6
Segment 0,84569A,2.5,2,2,2
Segment 0,84569D,22.5,18,2,2
Segment 0,84575A,1.95,1,1,1
Segment 0,84576,23.4,12,1,1
Segment 0,84580,262.5,70,17,16
Segment 0,84581,93.75,25,11,11
Segment 0,84584,91.79999999999998,36,4,4
Segment 0,84592,2.95,1,1,1
Segment 0,84593,14.750000000000002,5,1,1
Segment 0,84595E,5.4,2,2,2
Segment 0,84596B,130.12,294,13,13
Segment 0,84596E,3.78,9,2,2
Segment 0,84596F,64.68,154,8,8
Segment 0,84596G,47.04,112,4,4
Segment 0,84596L,30.24,72,1,1
Segment 0,84598,60.48,288,1,1
Segment 0,84609,51.0,6,2,2
Segment 0,84614A,11.9,2,1,1
Segment 0,84616,149.75,5,3,3
Segment 0,84617,12.75,1,1,1
Segment 0,84625C,1.7,2,1,1
Segment 0,84629,21.95,1,1,1
Segment 0,84637,5.95,1,1,1
Segment 0,84658,13.9,2,1,1
Segment 0,84659A,33.15,13,4,4
Segment 0,84660A,30.8,24,2,2
Segment 0,84660B,46.6,44,3,3
Segment 0,84660C,63.2,80,3,3
Segment 0,84661A,68.52,60,3,3
Segment 0,84661B,99.44999999999999,39,2,2
Segment 0,84661C,53.22,54,2,2
Segment 0,84663A,15.8,20,1,1
Segment 0,84665,47.6,8,2,2
Segment 0,84673A,0.65,1,1,1
Segment 0,84674,35.400000000000006,12,2,2
Segment 0,84678,60.599999999999994,36,3,3
Segment 0,84683,45.0,36,2,2
Segment 0,84685,18.75,5,2,2
Segment 0,84686,17.0,4,1,1
Segment 0,84687,97.05000000000001,19,4,4
Segment 0,84689,9.95,3,2,2
Segment 0,84691,172.79999999999998,240,3,1
Segment 0,84692,174.72,416,21,20
Segment 0,84706D,3.9,2,1,1
Segment 0,84707A,43.3,14,2,2
Segment 0,84707B,29.849999999999998,3,2,2
Segment 0,84708B,9.9,2,1,1
Segment 0,84711B,19.9,2,1,1
Segment 0,84712B,15.9,2,1,1
Segment 0,84741C,13.649999999999999,7,2,2
Segment 0,84744,16.25,13,2,2
Segment 0,84745A,2.52,6,1,1
Segment 0,84745B,2.52,6,1,1
Segment 0,84754,30.0,24,2,2
Segment 0,84755,1211.05,1985,59,54
Segment 0,84760S,15.95,11,2,2
Segment 0,84763,106.25,85,6,6
Segment 0,84766,46.8,24,2,2
Segment 0,84789,45.0,12,3,3
Segment 0,84792,292.95000000000005,63,14,13
Segment 0,84795B,272.1,38,6,6
Segment 0,84795C,15.9,2,1,1
Segment 0,84796A,25.5,2,2,2
Segment 0,84796B,25.5,2,2,2
Segment 0,84798B,15.299999999999999,6,1,1
Segment 0,84799,47.66,70,3,3
Segment 0,84800L,81.12,48,2,2
Segment 0,84800M,30.48,24,1,1
Segment 0,84801A,37.800000000000004,18,2,2
Segment 0,84804A,61.95,21,2,2
Segment 0,84806A,17.4,12,1,1
Segment 0,84806B,52.2,36,3,3
Segment 0,84813,540.25,55,7,6
Segment 0,84816,119.85000000000001,3,2,2
Segment 0,84817,68.04,90,4,4
Segment 0,84818,142.57,143,11,11
Segment 0,84819,117.93,105,8,8
Segment 0,84820,15.95,9,2,2
Segment 0,84821,37.099999999999994,134,6,6
Segment 0,84823,166.95,21,5,5
Segment 0,84826,50.4,240,3,2
Segment 0,84827,34.2,180,2,1
Segment 0,84828,45.0,36,2,2
Segment 0,84832,280.5,330,26,25
Segment 0,84836,968.75,775,49,46
Segment 0,84840,8.5,1,1,1
Segment 0,84843,95.2,16,6,6
Segment 0,84846A,25.200000000000003,12,2,2
Segment 0,84849A,21.970000000000002,13,2,2
Segment 0,84849D,25.35,15,2,2
Segment 0,84857C,93.6,48,3,3
Segment 0,84858C,5.95,1,1,1
Segment 0,84859A,40.949999999999996,21,3,3
Segment 0,84859C,33.15,17,2,2
Segment 0,84870C,7.5,2,1,1
Segment 0,84874B,16.5,10,1,1
Segment 0,84875B,61.25,39,4,4
Segment 0,84875D,15.0,12,1,1
Segment 0,84876B,90.0,72,2,2
Segment 0,84876D,45.0,28,2,2
Segment 0,84877B,30.0,24,1,1
Segment 0,84877D,45.0,28,2,2
Segment 0,84879,7752.599999999999,4860,183,139
Segment 0,84880,117.30000000000001,17,3,3
Segment 0,84884A,150.1,38,7,7
Segment 0,84906,11.7,6,1,1
Segment 0,84912A,3.75,1,1,1
Segment 0,84912B,30.0,8,1,1
Segment 0,84913B,55.800000000000004,12,3,3
Segment 0,84915,12.5,10,1,1
Segment 0,84916,18.45,11,2,2
Segment 0,84917,55.35,33,3,3
Segment 0,84920,52.5,14,4,4
Segment 0,84924A,93.75,25,5,5
Segment 0,84925D,2.55,1,1,1
Segment 0,84926A,27.36,48,4,4
Segment 0,84926D,13.919999999999998,48,1,1
Segment 0,84926E,27.839999999999996,96,4,4
Segment 0,84926F,20.879999999999995,72,3,3
Segment 0,84927A,2.1,1,1,1
Segment 0,84927D,10.5,5,1,1
Segment 0,84927E,12.600000000000001,6,1,1
Segment 0,84927F,11.459999999999999,25,3,3
Segment 0,84929,15.96,84,3,3
Segment 0,84931A,15.299999999999999,6,1,1
Segment 0,84931B,168.3,66,6,5
Segment 0,84944,44.8,24,4,4
Segment 0,84945,1256.53,1537,51,45
Segment 0,84946,6392.320000000001,5672,157,119
Segment 0,84947,4531.29,4109,71,53
Segment 0,84949,1313.2499999999998,857,40,36
Segment 0,84950,1167.0,2076,15,14
Segment 0,84951A,29.16,36,2,2
Segment 0,84951B,104.16,96,3,3
Segment 0,84952B,22.5,6,1,1
Segment 0,84968A,102.0,8,6,6
Segment 0,84968C,178.5,14,7,7
Segment 0,84968D,76.5,6,5,5
Segment 0,84968E,25.5,2,2,2
Segment 0,84968F,76.5,6,5,5
Segment 0,84969,4.25,1,1,1
Segment 0,84970L,1000.7099999999999,1035,48,38
Segment 0,84970S,1055.9299999999998,1349,53,45
Segment 0,84971S,91.8,108,6,6
Segment 0,84974,29.849999999999998,3,2,2
Segment 0,84976,71.76,84,3,3
Segment 0,84978,2024.91,1785,72,59
Segment 0,84987,658.5,474,32,31
Segment 0,84988,939.55,691,28,27
Segment 0,84991,1994.89,4591,54,50
Segment 0,84992,1791.85,4279,26,23
Segment 0,84993A,10.5,25,2,2
Segment 0,84993B,5.46,13,2,2
Segment 0,84997A,2173.66,570,21,14
Segment 0,84997B,2324.7400000000002,630,23,18
Segment 0,84997C,6689.2300000000005,1797,35,23
Segment 0,84997D,7959.81,2147,42,29
Segment 0,85006,10.2,12,1,1
Segment 0,85008,1.5,1,1,1
Segment 0,85014A,909.5500000000001,169,26,24
Segment 0,85014B,749.3000000000001,134,27,25
Segment 0,85015,282.20000000000005,364,20,20
Segment 0,85016,143.4,168,5,5
Segment 0,85017B,79.08,176,9,9
Segment 0,85019A,95.25,57,5,5
Segment 0,85019B,61.25,49,3,3
Segment 0,85019C,74.0,52,4,4
Segment 0,85023B,30.599999999999998,12,2,2
Segment 0,85025B,39.599999999999994,24,2,2
Segment 0,85025C,19.799999999999997,12,1,1
Segment 0,85026B,25.5,30,2,2
Segment 0,85027L,19.5,10,2,2
Segment 0,85028S,28.2,12,2,2
Segment 0,85030,7.8,4,1,1
Segment 0,85031A,7.5,6,1,1
Segment 0,85032A,54.60000000000001,84,6,6
Segment 0,85032B,46.800000000000004,72,6,6
Segment 0,85032C,30.300000000000004,31,4,4
Segment 0,85032D,70.60000000000001,93,9,9
Segment 0,85034A,90.25,41,6,6
Segment 0,85034B,299.0,208,14,14
Segment 0,85034C,207.0,144,11,11
Segment 0,85035A,81.75,39,7,7
Segment 0,85035B,395.75,307,4,4
Segment 0,85035C,530.5,398,9,9
Segment 0,85036A,270.24,72,8,7
Segment 0,85036B,44.25,21,3,3
Segment 0,85036C,59.95,23,4,4
Segment 0,85038,207.90000000000003,99,11,11
Segment 0,85039A,150.45,97,5,5
Segment 0,85039B,21.449999999999996,13,2,2
Segment 0,85040A,136.95,83,7,7
Segment 0,85045,102.0,24,1,1
Segment 0,85048,1990.65,267,42,39
Segment 0,85049A,857.9200000000001,752,24,22
Segment 0,85049C,72.5,58,9,9
Segment 0,85049D,17.5,14,2,2
Segment 0,85049E,281.61,249,12,12
Segment 0,85049G,323.89,281,11,11
Segment 0,85049H,18.75,15,2,2
Segment 0,85053,415.02000000000004,207,26,25
Segment 0,85054,59.00000000000001,20,5,5
Segment 0,85059,72.5,30,7,7
Segment 0,85061W,394.27,535,13,13
Segment 0,85062,267.9,174,9,9
Segment 0,85066,1597.65,127,54,46
Segment 0,85067,69.8,4,2,2
Segment 0,85071A,60.449999999999996,155,7,7
Segment 0,85071B,60.21,115,6,6
Segment 0,85071C,27.389999999999997,37,3,3
Segment 0,85078,33.84,120,5,5
Segment 0,85084,3.4,4,1,1
Segment 0,85088,63.00000000000001,30,2,2
Segment 0,85093,24.36,36,2,2
Segment 0,85094,2.2800000000000002,12,1,1
Segment 0,85099B,11774.1,6315,142,102
Segment 0,85099C,3238.52,1745,56,47
Segment 0,85099F,1977.9,1030,44,37
Segment 0,85103,71.4,12,1,1
Segment 0,85104,367.2,144,1,1
Segment 0,85106,856.86,506,2,2
Segment 0,85107,134.67000000000002,69,5,4
Segment 0,85111,154.2,492,5,5
Segment 0,85114A,213.6,144,3,1
Segment 0,85114B,39.599999999999994,24,1,1
Segment 0,85114C,11.549999999999999,7,2,2
Segment 0,85116,87.60000000000001,108,3,3
Segment 0,85123A,21364.3,8204,275,206
Segment 0,85124B,5.1,2,1,1
Segment 0,85124C,10.2,4,3,2
Segment 0,85125,69.30000000000001,14,2,2
Segment 0,85129B,15.0,12,1,1
Segment 0,85129D,15.0,12,1,1
Segment 0,85130A,39.599999999999994,24,1,1
Segment 0,85130B,58.46,74,4,4
Segment 0,85130C,58.46,74,4,4
Segment 0,85130D,21.330000000000002,27,2,2
Segment 0,85131A,10.0,8,1,1
Segment 0,85131D,15.0,12,1,1
Segment 0,85132A,48.949999999999996,21,3,3
Segment 0,85132B,21.65,7,2,2
Segment 0,85132C,204.95,101,8,7
Segment 0,85135A,7.95,1,1,1
Segment 0,85135B,47.7,6,4,4
Segment 0,85135C,63.6,8,3,3
Segment 0,85136A,31.8,4,4,4
Segment 0,85136C,31.8,4,2,2
Segment 0,85141,167.29999999999998,22,6,6
Segment 0,85144,14.5,2,1,1
Segment 0,85145,15.8,4,1,1
Segment 0,85146,41.35,13,2,2
Segment 0,85150,665.6999999999999,278,21,18
Segment 0,85152,2315.4,1190,30,28
Segment 0,85159A,129.45,75,6,6
Segment 0,85159B,85.19999999999999,48,4,4
Segment 0,85160B,3.51,9,2,2
Segment 0,85167B,8.75,7,1,1
Segment 0,85169A,60.0,48,4,4
Segment 0,85169B,30.0,24,2,2
Segment 0,85169D,30.0,24,2,2
Segment 0,85170B,2.1,1,1,1
Segment 0,85170C,50.400000000000006,24,3,3
Segment 0,85170D,37.800000000000004,18,3,3
Segment 0,85172,134.4,320,4,4
Segment 0,85173,107.1,58,8,7
Segment 0,85174,200.35,45,6,5
Segment 0,85175,369.6,944,18,14
Segment 0,85176,72.25,85,6,6
Segment 0,85177,92.64999999999999,109,8,8
Segment 0,85178,529.8,516,17,17
Segment 0,85179A,31.450000000000003,17,3,3
Segment 0,85179C,30.0,24,1,1
Segment 0,85180A,240.78,78,7,6
Segment 0,85180B,80.10000000000001,26,5,4
Segment 0,85183A,15.0,12,1,1
Segment 0,85183B,45.0,36,3,2
Segment 0,85184C,361.15000000000003,181,15,14
Segment 0,85185B,20.650000000000002,7,2,2
Segment 0,85186A,30.240000000000002,72,2,2
Segment 0,85186C,50.4,120,4,4
Segment 0,85187,49.49999999999999,30,3,3
Segment 0,85188A,20.4,24,1,1
Segment 0,85194L,62.9,74,7,7
Segment 0,85194S,74.75,115,7,7
Segment 0,85197,4.2,2,1,1
Segment 0,85198,20.4,24,2,2
Segment 0,85199L,54.6,84,3,3
Segment 0,85199S,171.35999999999999,408,14,13
Segment 0,85200,2.5,2,1,1
Segment 0,85203,36.96,88,5,5
Segment 0,85204,25.439999999999998,212,3,3
Segment 0,85206A,567.5999999999999,368,14,14
Segment 0,85208,2.1,1,1,1
Segment 0,85211,19.799999999999997,12,1,1
Segment 0,85212,41.519999999999996,120,5,5
Segment 0,85213,24.119999999999997,60,4,4
Segment 0,85215,54.60000000000001,84,2,2
Segment 0,85225,5.25,5,2,2
Segment 0,85227,104.55,123,10,10
Segment 0,85230A,20.88,72,1,1
Segment 0,85230B,21.169999999999995,73,3,3
Segment 0,85230E,20.879999999999995,72,2,2
Segment 0,85230F,13.919999999999998,48,2,2
Segment 0,85230G,6.959999999999999,24,1,1
Segment 0,85231B,35.699999999999996,42,4,4
Segment 0,85231G,10.2,12,1,1
Segment 0,85232A,19.8,4,2,2
Segment 0,85232B,44.550000000000004,9,2,1
Segment 0,85232D,49.5,10,4,4
Segment 0,90000A,11.9,2,1,1
Segment 0,90002D,3.75,1,1,1
Segment 0,90010A,17.9,2,1,1
Segment 0,90010E,26.849999999999998,3,2,2
Segment 0,90012A,5.9,2,1,1
Segment 0,90014A,27.650000000000002,7,2,2
Segment 0,90018A,12.75,3,2,2
Segment 0,90019A,44.550000000000004,9,5,4
Segment 0,90022,3.75,1,1,1
Segment 0,90023,4.25,1,1,1
Segment 0,90027A,11.8,4,1,1
Segment 0,90027D,11.8,4,1,1
Segment 0,90030A,48.0,48,3,3
Segment 0,90030B,30.0,30,2,2
Segment 0,90030C,42.0,42,2,2
Segment 0,90031,24.0,24,1,1
Segment 0,90039A,22.5,6,1,1
Segment 0,90039B,22.5,6,1,1
Segment 0,90039D,45.0,12,1,1
Segment 0,90040A,10.5,3,1,1
Segment 0,90040B,14.0,4,2,2
Segment 0,90051,13.9,2,1,1
Segment 0,90057,60.0,48,2,2
Segment 0,90058A,54.72,144,3,3
Segment 0,90058B,54.72,144,3,3
Segment 0,90063B,17.0,2,1,1
Segment 0,90064B,7.5,2,1,1
Segment 0,90070,17.85,3,1,1
Segment 0,90093,3.8,20,1,1
Segment 0,90094,5.1,2,1,1
Segment 0,90098,7.6499999999999995,3,1,1
Segment 0,90099,10.2,4,2,2
Segment 0,90114,15.299999999999999,6,1,1
Segment 0,90120B,42.5,10,1,1
Segment 0,90120C,59.5,14,2,2
Segment 0,90123C,23.8,4,1,1
Segment 0,90124B,9.95,1,1,1
Segment 0,90129B,20.650000000000002,7,1,1
Segment 0,90129C,5.9,2,1,1
Segment 0,90129F,26.55,9,1,1
Segment 0,90130B,17.700000000000003,6,1,1
Segment 0,90133,24.75,5,1,1
Segment 0,90141A,4.95,1,1,1
Segment 0,90141C,4.95,1,1,1
Segment 0,90143,15.0,2,1,1
Segment 0,90145,5.95,1,1,1
Segment 0,90148,12.75,1,1,1
Segment 0,90157,24.75,5,1,1
Segment 0,90158,24.75,5,1,1
Segment 0,90160A,69.5,10,2,2
Segment 0,90160B,69.5,10,2,2
Segment 0,90160C,118.15,17,3,3
Segment 0,90160D,139.0,20,3,3
Segment 0,90161B,84.15,17,2,2
Segment 0,90161C,79.2,16,2,2
Segment 0,90161D,29.700000000000003,6,1,1
Segment 0,90163A,15.0,2,1,1
Segment 0,90164B,11.7,6,1,1
Segment 0,90173,15.0,4,1,1
Segment 0,90174,15.299999999999999,6,1,1
Segment 0,90175C,26.849999999999998,3,2,2
Segment 0,90175D,17.9,2,1,1
Segment 0,90177D,2.95,1,1,1
Segment 0,90178A,11.95,1,1,1
Segment 0,90180A,9.95,1,1,1
Segment 0,90180B,9.95,1,1,1
Segment 0,90183C,2.95,1,1,1
Segment 0,90184B,44.75,5,2,2
Segment 0,90184C,53.699999999999996,6,2,2
Segment 0,90185A,4.25,1,1,1
Segment 0,90191,25.5,2,1,1
Segment 0,90194,8.5,2,1,1
Segment 0,90198A,59.5,14,2,2
Segment 0,90198B,42.5,10,1,1
Segment 0,90199C,12.7,2,1,1
Segment 0,90200D,94.25,25,2,2
Segment 0,90200E,90.0,24,1,1
Segment 0,90201A,53.1,18,1,1
Segment 0,90201B,70.80000000000001,24,2,2
Segment 0,90201C,38.35000000000001,13,2,2
Segment 0,90201D,53.1,18,1,1
Segment 0,90206A,14.850000000000001,3,1,1
Segment 0,90211A,11.9,2,1,1
Segment 0,90211B,11.9,2,1,1
Segment 0,90214G,3.4799999999999995,12,1,1
Segment 0,90214Y,13.919999999999998,48,1,1
Segment 0,BANK CHARGES,45.001,4,3,3
Segment 0,C2,811.0,18,17,16
Segment 0,M,8317.86,214,33,32
Segment 0,PADS,0.001,1,1,1
Segment 0,POST,9206.8,386,197,128
Segment 1,10002,10.2,12,1,1
Segment 1,10133,8.4,20,1,1
Segment 1,10135,25.2,60,1,1
Segment 1,11001,27.04,16,1,1
Segment 1,15036,451.92,624,3,2
Segment 1,15044D,17.700000000000003,6,1,1
Segment 1,15056BL,267.75,45,10,1
Segment 1,15056N,339.15000000000003,57,11,1
Segment 1,15056P,196.35000000000002,33,6,1
Segment 1,15058C,39.5,10,1,1
Segment 1,15060B,90.0,24,4,1
Segment 1,16011,5.04,24,1,1
Segment 1,16014,8.4,20,1,1
Segment 1,16016,8.5,10,1,1
Segment 1,16045,12.0,300,3,1
Segment 1,16048,17.28,144,3,1
Segment 1,16052,20.16,48,2,1
Segment 1,16054,8.64,72,2,1
Segment 1,16156L,10.5,25,1,1
Segment 1,16156S,31.5,75,3,1
Segment 1,16161G,2.5,25,1,1
Segment 1,16161P,178.0,500,4,3
Segment 1,16169E,42.0,100,3,1
Segment 1,16206B,6.25,5,1,1
Segment 1,16216,4.8,80,1,1
Segment 1,16218,4.8,80,1,1
Segment 1,16219,8.28,108,3,1
Segment 1,16235,12.6,60,1,1
Segment 1,16236,5.88,28,1,1
Segment 1,16237,12.6,60,2,1
Segment 1,16259,31.32,216,2,1
Segment 1,17012A,15.299999999999999,6,1,1
Segment 1,17012B,35.699999999999996,30,2,1
Segment 1,17012D,15.299999999999999,6,1,1
Segment 1,17012E,15.299999999999999,6,1,1
Segment 1,17012F,30.599999999999998,12,1,1
Segment 1,17091J,21.18,42,2,1
Segment 1,17107D,15.299999999999999,6,1,1
Segment 1,17136A,1.92,24,1,1
Segment 1,18094C,15.0,12,1,1
Segment 1,18097C,76.5,30,3,1
Segment 1,18098C,17.700000000000003,6,1,1
Segment 1,20619,37.800000000000004,18,2,1
Segment 1,20622,12.600000000000001,6,1,1
Segment 1,20652,15.0,12,1,1
Segment 1,20654,15.0,12,1,1
Segment 1,20655,15.0,12,1,1
Segment 1,20658,15.0,12,1,1
Segment 1,20668,11.52,96,3,1
Segment 1,20674,80.0,64,4,2
Segment 1,20675,345.28000000000003,320,6,3
Segment 1,20676,411.6,384,7,3
Segment 1,20677,491.6,448,9,3
Segment 1,20678,6.6,4,1,1
Segment 1,20679,357.0,60,11,1
Segment 1,20685,6763.6,1334,16,5
Segment 1,20696,15.0,4,1,1
Segment 1,20702,12.75,3,1,1
Segment 1,20704,27.8,4,1,1
Segment 1,20711,385.6,220,3,2
Segment 1,20712,2690.1,1530,14,2
Segment 1,20713,1463.8,830,9,3
Segment 1,20717,355.5,330,4,2
Segment 1,20718,542.5,510,6,2
Segment 1,20719,1753.5,2430,18,2
Segment 1,20723,538.0,740,10,2
Segment 1,20724,1537.5,2130,15,2
Segment 1,20725,2292.15,1571,19,3
Segment 1,20726,2241.0,1540,16,3
Segment 1,20727,985.5,670,11,3
Segment 1,20728,1002.0,680,12,2
Segment 1,20733,8.5,10,1,1
Segment 1,20749,159.0,20,6,1
Segment 1,20750,1514.6999999999998,234,13,2
Segment 1,20751,350.58000000000004,181,9,2
Segment 1,20752,163.8,78,6,2
Segment 1,20754,138.60000000000002,66,7,2
Segment 1,20755,10.2,12,1,1
Segment 1,20761,45.0,12,3,1
Segment 1,20762,15.0,4,1,1
Segment 1,20763,15.0,4,1,1
Segment 1,20764,30.0,8,2,1
Segment 1,20766,15.0,4,1,1
Segment 1,20767,30.599999999999998,12,2,1
Segment 1,20768,15.299999999999999,6,1,1
Segment 1,20769,30.599999999999998,12,2,1
Segment 1,20771,15.299999999999999,6,1,1
Segment 1,20772,15.299999999999999,6,1,1
Segment 1,20795,12.600000000000001,6,1,1
Segment 1,20802,19.799999999999997,12,1,1
Segment 1,20803,9.899999999999999,6,1,1
Segment 1,20828,61.199999999999996,24,3,1
Segment 1,20829,50.400000000000006,24,2,1
Segment 1,20831,12.600000000000001,6,1,1
Segment 1,20837,9.959999999999999,12,1,1
Segment 1,20839,10.2,12,1,1
Segment 1,20840,30.599999999999998,36,2,2
Segment 1,20856,16.5,10,1,1
Segment 1,20867,15.0,12,1,1
Segment 1,20893,15.299999999999999,6,1,1
Segment 1,20914,563.4000000000001,204,14,2
Segment 1,20931,2.95,1,1,1
Segment 1,20934,21.8,4,1,1
Segment 1,20936,17.700000000000003,6,1,1
Segment 1,20961,37.5,30,3,1
Segment 1,20963,25.0,20,2,1
Segment 1,20966,25.0,20,2,1
Segment 1,20969,30.0,8,2,1
Segment 1,20970,289.08000000000004,84,5,2
Segment 1,20971,502.9200000000001,468,6,2
Segment 1,20972,487.9200000000001,456,5,2
Segment 1,20973,453.6,816,4,3
Segment 1,20975,16.25,25,2,2
Segment 1,20977,235.68,208,6,2
Segment 1,20978,155.68,144,2,2
Segment 1,20979,720.9000000000001,674,9,3
Segment 1,20981,41.65,49,5,2
Segment 1,20982,10.2,12,1,1
Segment 1,20983,21.25,25,3,2
Segment 1,20984,90.47999999999999,312,4,2
Segment 1,20985,45.0,36,3,1
Segment 1,20992,28.08,72,3,1
Segment 1,20996,23.76,96,4,1
Segment 1,20998,17.700000000000003,6,1,1
Segment 1,21000,25.5,6,1,1
Segment 1,21014,17.159999999999997,36,2,1
Segment 1,21015,20.879999999999995,72,3,1
Segment 1,21033,181.08,101,2,1
Segment 1,21035,665.2,236,5,2
Segment 1,21041,53.10000000000001,18,3,1
Segment 1,21042,53.550000000000004,9,3,1
Segment 1,21043,46.8,24,2,1
Segment 1,21055,35.8,4,1,1
Segment 1,21056,35.8,4,1,1
Segment 1,21058,329.76,432,7,3
Segment 1,21059,10.2,12,1,1
Segment 1,21060,10.2,12,1,1
Segment 1,21061,20.4,24,2,1
Segment 1,21062,10.2,12,1,1
Segment 1,21063,10.2,12,1,1
Segment 1,21064,35.7,6,1,1
Segment 1,21066,360.6,444,2,2
Segment 1,21068,398.76000000000005,480,3,3
Segment 1,21070,345.6,432,1,1
Segment 1,21071,15.0,12,1,1
Segment 1,21078,143.28,216,4,2
Segment 1,21080,805.9200000000001,1104,20,3
Segment 1,21084,50.160000000000004,264,2,2
Segment 1,21086,283.56,516,6,3
Segment 1,21088,41.04,216,1,1
Segment 1,21090,107.64000000000001,276,3,2
Segment 1,21094,429.84,648,8,3
Segment 1,21096,74.88,192,1,1
Segment 1,21098,30.0,24,2,1
Segment 1,21108,79.83,81,5,1
Segment 1,21109,23.4,12,1,1
Segment 1,21111,30.0,24,1,1
Segment 1,21112,120.0,96,1,1
Segment 1,21114,75.0,60,5,1
Segment 1,21115,219.5,42,4,2
Segment 1,21116,14.850000000000001,3,1,1
Segment 1,21117,30.0,24,2,1
Segment 1,21121,1341.1200000000001,1248,7,3
Segment 1,21122,1035.8400000000001,960,7,2
Segment 1,21123,122.5,98,3,1
Segment 1,21124,1065.8400000000001,984,8,2
Segment 1,21125,15.0,12,1,1
Segment 1,21126,15.0,12,1,1
Segment 1,21132,17.0,4,1,1
Segment 1,21135,27.04,16,2,1
Segment 1,21136,485.03999999999996,312,9,2
Segment 1,21137,650.88,192,1,1
Segment 1,21154,312.0,280,5,2
Segment 1,21155,152.1,66,8,2
Segment 1,21156,687.6,408,11,2
Segment 1,21162,18.72,48,2,1
Segment 1,21163,9.36,24,1,1
Segment 1,21164,275.22,102,5,3
Segment 1,21165,40.56,24,2,1
Segment 1,21166,4465.32,1944,25,3
Segment 1,21169,121.68,72,4,1
Segment 1,21172,52.199999999999996,36,3,1
Segment 1,21174,2885.79,1251,16,3
Segment 1,21175,3627.7799999999997,1530,20,3
Segment 1,21179,33.72,60,2,2
Segment 1,21181,3998.1600000000003,1776,19,3
Segment 1,21188,122.39999999999999,48,1,1
Segment 1,21189,19.799999999999997,12,1,1
Segment 1,21191,81.12,48,1,1
Segment 1,21192,69.6,48,1,1
Segment 1,21194,23.400000000000002,36,1,1
Segment 1,21195,243.36,144,3,2
Segment 1,21196,59.39999999999999,36,2,2
Segment 1,21197,69.6,48,1,1
Segment 1,21198,59.39999999999999,36,2,2
Segment 1,21199,39.599999999999994,24,1,1
Segment 1,21202,124.80000000000001,192,1,1
Segment 1,21206,124.80000000000001,192,1,1
Segment 1,21207,208.79999999999998,144,3,2
Segment 1,21208,153.23999999999998,132,3,2
Segment 1,21209,153.23999999999998,132,3,2
Segment 1,21210,1031.05,817,10,3
Segment 1,21211,120.0,96,1,1
Segment 1,21212,2247.6,5136,38,3
Segment 1,21213,418.8,960,11,3
Segment 1,21216,1405.2,328,9,3
Segment 1,21217,1837.8000000000002,204,7,3
Segment 1,21218,1939.5,594,12,3
Segment 1,21219,37.5,30,2,2
Segment 1,21220,25.0,20,2,1
Segment 1,21222,37.5,30,3,2
Segment 1,21224,25.0,20,2,1
Segment 1,21231,30.0,24,2,1
Segment 1,21232,90.0,72,5,1
Segment 1,21238,379.6,520,8,3
Segment 1,21239,296.88,408,5,2
Segment 1,21240,310.48,424,7,2
Segment 1,21242,763.5999999999999,520,9,3
Segment 1,21243,444.64,304,5,3
Segment 1,21244,485.19999999999993,328,5,2
Segment 1,21245,152.72,104,2,2
Segment 1,21246,69.30000000000001,14,2,1
Segment 1,21249,570.9,222,7,3
Segment 1,21251,35.400000000000006,12,2,1
Segment 1,21253,35.400000000000006,12,1,1
Segment 1,21257,143.1,18,7,1
Segment 1,21258,138.6,12,4,1
Segment 1,21259,1594.6999999999998,266,12,2
Segment 1,21260,387.59999999999997,114,1,1
Segment 1,21261,123.90000000000002,42,4,2
Segment 1,21262,88.50000000000001,30,2,1
Segment 1,21263,23.4,12,1,1
Segment 1,21264,23.4,12,1,1
Segment 1,21270,25.5,2,2,1
Segment 1,21272,230.88,156,2,1
Segment 1,21279,15.299999999999999,6,1,1
Segment 1,21284,24.96,24,2,1
